Episodes,Reward,Reward,Reward,Reward,Reward,Reward
0,6.225528724961968E-128,0.02781283894436938,1.844916807537674E-118,0.0,5.058956789136306E-66,0.0
1,2.1548126400428503E-204,0.5314410000000002,7.055079108655365E-10,3.2159480244899255E-20,3.131637955275979E-8,2.2502288367606856E-57
2,8.715614620841373E-161,0.9,0.013302794647291147,1.3019368736507558E-24,1.0,1.1407322284287145E-115
3,1.0545688676571139E-24,0.9,0.34867844010000015,5.2863911121404125E-70,1.0,1.1407322284287168E-115
4,1.9363259789051322E-5,0.9,0.008727963568087723,7.427637086039012E-295,1.0,0.22876792454961015
5,3.384448512492083E-51,0.9,0.38742048900000015,1.9639915307107687E-59,1.0,7.13468114073813E-23
6,2.6234609807342775E-47,0.9,0.5904900000000002,1.849200896210913E-8,1.0,3.5880511311095157E-6
7,1.7623560853286974E-18,0.9,0.5314410000000002,6.081888836478364E-54,1.0,6.723748417541344E-20
8,2.02337692764485E-9,0.9,0.5904900000000002,1.2847575862046213E-18,1.0,6.64873118457862E-7
9,0.07178979876918533,0.9,0.5904900000000002,3.105898971495093E-36,1.0,7.200309980093043E-43
10,4.773110738113061E-8,0.9,0.38742048900000015,1.5684240429131574E-5,1.0,2.615689274578836E-6
11,0.0011790184577738605,0.9,0.38742048900000015,4.4205626364788173E-13,1.0,0.0646108188922668
12,8.208310104418052E-7,0.9,0.47829690000000014,9.166335720714351E-41,1.0,4.461225476121552E-33
13,0.0033813919135227315,0.9,0.5904900000000002,4.567759074507749E-4,1.0,3.329896365316149E-4
14,1.87779806664731E-7,0.9,6.265787482177982E-4,0.0016173092699229912,1.0,0.07178979876918531
15,0.004174557917929298,0.9,0.5904900000000002,1.1538985946860505E-25,1.0,1.716153733051175E-6
16,0.0037571021261363683,0.9,0.5314410000000002,6.4477648392234335E-9,0.9,0.0225283995449392
17,7.806695981952309E-24,0.9,0.5904900000000002,1.0290430145553226E-5,1.0,0.0033813919135227306
18,0.0016173092699229906,0.9,0.5904900000000002,3.22259016199306E-13,0.003757102126136367,0.38742048900000015
19,0.018248003631400753,0.9,0.5314410000000002,0.12157665459056936,1.0,5.639208733960182E-4
20,0.00117901845777386,0.9,0.31381059609000017,0.0013100205086376228,1.0,0.07178979876918534
21,3.279185047850312E-5,0.9,0.5314410000000002,9.385226860283621E-12,1.0,0.0027389274499534113
22,0.0063626854411359506,0.9,0.5904900000000002,1.966270504755533E-4,1.0,0.1350851717672993
23,2.2435627885784467E-16,0.9,0.4782969000000002,2.9063214161987078E-6,1.0,0.13508517176729934
24,1.1259684642548765E-6,0.9,0.38742048900000015,0.10941898913151243,1.0,0.13508517176729934
25,5.468756486982953E-6,0.81,0.5904900000000002,0.007069650490151055,1.0,0.34867844010000015
26,0.00785516721127895,0.9,0.47829690000000014,3.3744224669246266E-10,1.0,0.022528399544939202
27,1.3900845237714525E-6,0.9,0.38742048900000015,1.270423474759657E-5,1.0,0.0057264168970223555
28,5.553328672543675E-5,0.9,0.5904900000000002,0.007069650490151057,1.0,0.07178979876918534
29,2.4274944503154734E-4,0.9,0.47829690000000014,0.0016173092699229908,1.0,0.09847709021836118
30,0.030903154382632646,0.81,0.43046721000000016,0.052334763302736106,1.0,0.07178979876918531
31,9.261387130997904E-6,0.7290000000000001,0.5904900000000002,5.3034563756811796E-8,1.0,0.0063626854411359506
32,5.385472259508683E-7,0.9,0.5904900000000002,9.404610869860071E-5,1.0,0.2541865828329001
33,9.55004950796827E-4,0.9,0.43046721000000016,0.002218531234462265,1.0,0.03815204244769462
34,0.013302794647291147,0.81,0.5904900000000002,7.735540101454297E-4,1.0,0.010775263664305831
35,8.595044557171444E-4,0.9,0.5904900000000002,9.404610869860074E-5,1.0,0.38742048900000015
36,0.0886293811965251,0.9,0.5904900000000002,1.7659960108993515E-11,1.0,0.06461081889226679
37,0.0027389274499534117,0.81,0.38742048900000015,0.12157665459056936,0.9,0.1853020188851842
38,8.464149782874065E-5,0.9,0.3486784401000001,1.3660932961320256E-14,1.0,0.1215766545905694
39,5.553328672543673E-5,0.9,0.5904900000000002,5.892729306312419E-8,1.0,0.02027555959044528
40,0.025031555049932437,0.9,0.5904900000000002,0.13508517176729928,1.0,0.1215766545905694
41,0.06461081889226679,0.9,0.28242953648100017,3.279185047850313E-5,1.0,3.6435389420559045E-5
42,0.007855167211278952,0.9,0.5904900000000002,6.239985050031259E-18,1.0,0.07976644307687257
43,2.0821418932053425E-14,0.9,0.5904900000000002,5.541882608728878E-12,1.0,0.038152042447694615
44,0.00463839768658811,0.9,0.31381059609000017,1.6608505280233572E-15,1.0,0.042391158275216244
45,0.006362685441135951,0.9,0.5904900000000002,0.03815204244769462,1.0,0.034336838202925164
46,0.018248003631400753,0.9,0.5904900000000002,1.2510760713943073E-6,1.6900182599825784E-7,6.170365191715191E-5
47,0.0024650347049580716,0.9,0.5314410000000002,2.727648581992563E-17,1.0,0.22876792454961015
48,0.0041745579179293,0.9,0.5904900000000002,1.0919346372035824E-8,1.0,0.02027555959044528
49,0.03815204244769463,0.9,0.5904900000000002,0.08862938119652508,1.0,0.042391158275216244
50,0.0019966781110160384,0.9,0.5904900000000002,0.003757102126136368,1.0,0.31381059609000017
51,1.6139758052204023E-10,0.9,0.5904900000000002,4.997995805289306E-5,0.9,0.2058911320946491
52,4.56775907450775E-4,0.9,0.5904900000000002,5.222689519770981E-9,1.0,2.023376927644849E-9
53,6.265787482177985E-4,0.81,0.5904900000000002,0.0225283995449392,1.0,0.052334763302736106
54,2.691656776252632E-11,0.9,0.38742048900000015,0.07976644307687257,0.9,0.001996678111016038
55,6.349571197789832E-10,0.5904900000000002,0.5904900000000002,1.521016433984321E-7,1.0,0.15009463529699923
56,0.003043252722170459,0.9,0.5904900000000002,0.01824800363140075,1.0,0.20589113209464915
57,2.906321416198707E-6,0.9,0.25418658283290013,0.05814973700304011,1.0,0.2287679245496101
58,0.001996678111016038,0.9,0.47829690000000014,2.951266543065282E-5,1.0,0.06461081889226679
59,0.008727963568087723,0.9,0.07976644307687257,1.1610630703530948E-4,0.9,0.15009463529699923
60,0.025031555049932437,0.9,0.5314410000000002,0.010775263664305831,1.0,0.2824295364810001
61,0.013302794647291151,0.9,0.47829690000000014,3.6435389420559045E-5,1.0,0.004174557917929298
62,0.027812838944369384,0.9,0.5904900000000002,0.009697737297875248,1.0,0.15009463529699923
63,0.001996678111016038,0.81,0.5904900000000002,4.4981962247603756E-5,1.0,0.38742048900000015
64,1.7161537330511758E-6,0.9,0.5904900000000002,0.1500946352969992,1.0,0.15009463529699923
65,4.04003242176335E-12,0.9,0.5314410000000002,1.932334983228904E-12,1.0,0.3138105960900001
66,0.003043252722170458,0.9,0.5904900000000002,8.559650274391301E-18,1.0,0.007855167211278952
67,0.00785516721127895,0.9,0.5904900000000002,0.07178979876918531,1.0,0.02781283894436938
68,9.550049507968267E-4,0.81,0.5904900000000002,2.1099834988678414E-20,1.0,0.22876792454961012
69,3.0369802202321633E-10,0.9,0.5904900000000002,0.0011790184577738603,1.0,0.03433683820292515
70,2.385598744727042E-12,0.9,0.43046721000000016,1.2320233115273005E-7,1.0,0.013302794647291153
71,4.048376602284338E-5,0.9,0.5904900000000002,7.602033756829732E-12,1.0,0.20589113209464913
72,6.265787482177985E-4,0.9,0.5904900000000002,3.030720646658406E-17,1.0,0.06461081889226679
73,0.0014555783429306913,0.9,0.5904900000000002,6.961986091308872E-4,1.0,0.31381059609000017
74,1.568424042913157E-5,0.9,0.5904900000000002,0.0471012869724625,0.9,0.07178979876918531
75,9.26138713099791E-6,0.9,0.5904900000000002,6.25287295692657E-11,1.0,0.25418658283290013
76,0.03090315438263265,0.9,0.5904900000000002,3.180067514517283E-7,1.0,0.25418658283290013
77,0.05814973700304012,0.9,0.5904900000000002,3.329896365316149E-4,1.0,0.2287679245496101
78,0.0010611166119964743,0.9,0.5904900000000002,2.951266543065283E-5,1.0,0.020275559590445278
79,9.550049507968273E-4,0.9,0.38742048900000015,8.066644304330004E-15,1.0,0.25418658283290013
80,4.048376602284338E-5,0.9,0.5904900000000002,3.9458069636192466E-41,1.0,0.38742048900000015
81,6.265787482177982E-4,0.81,0.38742048900000015,4.558344385599467E-11,0.81,0.0984770902183612
82,2.8184741597483833E-8,0.9,7.022427628175106E-230,2.6972160559060815E-4,1.0,0.2058911320946491
83,5.075287860564168E-4,0.9,0.5904900000000002,1.1610630703530953E-4,1.0,0.1350851717672993
84,0.1350851717672993,0.9,0.5904900000000002,0.0022185312344622644,1.0,0.014780882941434608
85,1.9068374811679726E-6,0.9,0.5904900000000002,1.1765883620056727E-10,1.0,0.004174557917929297
86,6.157647343032084E-12,0.9,0.5314410000000002,0.003757102126136367,1.0,0.0471012869724625
87,3.3230330571020116E-11,0.9,0.5904900000000002,1.906837481167973E-6,1.0,0.0523347633027361
88,4.1659536628699064E-10,0.81,0.47829690000000014,6.170365191715195E-5,1.0,0.2541865828329001
89,5.639208733960185E-4,0.9,0.5904900000000002,1.9501096951876628E-32,1.0,0.05814973700304012
90,0.00117901845777386,0.9,0.38742048900000015,7.164183154692704E-9,2.05466766245657E-8,0.04710128697246249
91,1.6865349334963265E-14,0.6561000000000001,0.47829690000000014,0.13508517176729928,1.0,0.3138105960900001
92,1.849200896210913E-8,0.9,0.5904900000000002,0.005153775207320121,1.0,0.20589113209464913
93,0.00969773729787525,0.9,0.5904900000000002,4.628837403188788E-10,1.0,0.0471012869724625
94,0.03433683820292516,0.9,0.5314410000000002,0.0037571021261363674,1.0,0.06461081889226679
95,2.575854686758999E-7,0.9,0.38742048900000015,0.16677181699666577,1.0,0.1350851717672993
96,1.8492008962109133E-8,0.9,0.5314410000000002,5.553328672543675E-5,1.0,0.04239115827521625
97,4.230378511014496E-9,0.9,0.5904900000000002,2.9969067287845345E-4,1.0,0.3138105960900001
98,6.751551218497472E-6,0.81,0.5314410000000002,3.1735130211939383E-14,1.0,0.38742048900000015
99,9.677749120240558E-10,0.9,0.5904900000000002,5.971524630568467E-14,1.0,0.1853020188851842
100,9.261387130997904E-6,0.9,0.47829690000000014,0.01824800363140075,1.0,0.15009463529699923
101,4.567759074507749E-4,0.9,0.5904900000000002,1.1610630703530956E-4,1.0,0.0030432527221704586
102,0.004174557917929297,0.9,0.38742048900000015,0.07178979876918531,1.0,0.09847709021836118
103,4.5677590745077504E-4,0.9,0.38742048900000015,2.9451836354654845E-12,1.0,0.1667718169966658
104,4.567759074507748E-4,0.9,0.5904900000000002,0.013302794647291151,1.0,0.12157665459056936
105,1.1586699827510646E-11,0.9,0.47829690000000014,0.0646108188922668,1.0,0.34867844010000015
106,6.635027367298295E-14,0.9,0.47829690000000014,0.025031555049932444,1.0,0.38742048900000015
107,5.075287860564167E-4,0.9,0.5904900000000002,3.8662196978715795E-8,1.0,0.00785516721127895
108,4.230378511014496E-9,0.9,0.5904900000000002,0.05814973700304011,1.0,0.34867844010000015
109,1.210760034929027E-15,0.9,0.5904900000000002,1.5684240429131574E-5,1.0,2.6972160559060815E-4
110,0.005153775207320122,0.9,0.5904900000000002,0.12157665459056936,1.0,0.0051537752073201205
111,0.030903154382632636,0.81,0.47829690000000014,0.052334763302736086,1.0,0.3138105960900001
112,0.022528399544939195,0.9,0.5904900000000002,1.742693381014619E-5,1.0,0.20589113209464913
113,0.0016173092699229906,0.9,0.5904900000000002,0.04710128697246249,1.0,0.12157665459056939
114,0.004174557917929298,0.9,0.47829690000000014,0.011972515182562033,1.0,0.18530201888518424
115,1.368914790585889E-7,0.9,0.5904900000000002,0.034336838202925164,1.0,0.12157665459056936
116,7.735540101454299E-4,0.9,0.5314410000000002,1.1259684642548763E-6,1.0,0.009697737297875247
117,4.567759074507748E-4,0.9,0.47829690000000014,2.349268228092944E-13,1.0,0.2287679245496101
118,0.0016173092699229901,0.9,0.5904900000000002,6.961986091308868E-4,1.0,0.011972515182562036
119,0.020275559590445278,0.9,0.38742048900000015,2.4774651351228073E-37,1.0,0.1350851717672993
120,1.793306450244891E-10,0.9,0.5904900000000002,2.1712637803369525E-25,1.0,0.016423203268260675
121,3.329896365316149E-4,0.9,0.47829690000000014,5.714614078010847E-10,1.0,0.001996678111016038
122,0.01824800363140075,0.81,0.5904900000000002,5.44623621820849E-20,4.295799664301755E-8,0.22876792454961012
123,1.544538359746057E-6,0.9,0.5314410000000002,1.3900845237714525E-6,1.0,0.003043252722170459
124,0.00117901845777386,0.81,0.47829690000000014,1.4334111979667842E-4,1.0,0.20589113209464913
125,2.996906728784535E-4,0.9,0.5904900000000002,0.058149737003040096,1.0,0.010775263664305833
126,0.0225283995449392,0.9,0.5314410000000002,0.0033813919135227332,1.0,0.0523347633027361
127,7.501723576108304E-6,0.9,0.12157665459056934,7.735540101454296E-4,1.0,0.042391158275216244
128,0.010775263664305828,0.9,0.47829690000000014,0.0984770902183612,1.0,0.2287679245496101
129,8.464149782874065E-5,0.9,0.5904900000000002,5.385472259508684E-7,1.0,0.25418658283290013
130,1.4978527259308403E-8,0.9,0.5904900000000002,4.110983167056974E-4,1.0,0.03433683820292516
131,3.173513021193937E-14,0.9,0.5904900000000002,0.07976644307687257,1.0,0.2058911320946491
132,7.735540101454296E-4,0.9,0.47829690000000014,0.018248003631400757,1.0,0.38742048900000015
133,0.00969773729787525,0.9,0.47829690000000014,2.318269218083099E-7,1.0,0.007855167211278952
134,0.027812838944369377,0.9,0.5904900000000002,0.014780882941434608,1.0,0.025031555049932444
135,0.011972515182562034,0.9,0.5904900000000002,0.12157665459056936,1.0,0.08862938119652508
136,4.921880838284659E-6,0.9,0.07178979876918531,8.208310104418046E-7,1.0,0.0886293811965251
137,0.07178979876918531,0.9,0.5904900000000002,6.265787482177985E-4,1.0,0.2058911320946491
138,0.005726416897022355,0.9,0.47829690000000014,0.13508517176729928,1.0,0.0886293811965251
139,1.9622177898881697E-11,0.9,0.5904900000000002,0.007069650490151059,1.0,0.0017970102999144341
140,1.2320233115272997E-7,0.81,0.5904900000000002,6.34957119778983E-10,1.0,0.0017970102999144344
141,0.0016173092699229908,0.9,0.5904900000000002,0.16677181699666577,1.0,0.030903154382632646
142,6.961986091308867E-4,0.9,0.5904900000000002,0.16677181699666577,1.0,0.3138105960900001
143,5.553328672543669E-5,0.9,0.1853020188851842,5.303456375681178E-8,1.0,3.3298963653161497E-4
144,1.6642808065898224E-8,0.9,0.5904900000000002,0.1853020188851842,1.0,0.20589113209464913
145,5.374372167511619E-14,0.9,0.5904900000000002,0.10941898913151243,1.0,0.22876792454961012
146,2.906321416198706E-6,0.9,0.5904900000000002,7.719596243119219E-11,1.0,0.02781283894436938
147,1.0290430145553223E-5,0.9,0.009697737297875247,0.058149737003040124,1.0,0.34867844010000015
148,1.9662705047555332E-4,0.9,0.47829690000000014,0.1500946352969992,1.0,0.1500946352969992
149,1.1236477107653463E-13,0.81,0.5904900000000002,0.0016173092699229908,1.0,0.010775263664305833
150,0.042391158275216244,0.5904900000000002,0.5904900000000002,0.12157665459056938,1.0,0.02503155504993244
151,0.011972515182562036,0.9,0.5904900000000002,8.464149782874064E-5,1.0,0.003381391913522731
152,0.005726416897022355,0.81,0.43046721000000016,0.13508517176729928,1.0,0.03433683820292516
153,0.04710128697246249,0.9,0.31381059609000017,0.08862938119652508,1.0,0.15009463529699918
