"episode","steps_mean","steps_lower","steps_upper"
0.0,0.029056536675,-0.03489646935,0.0930095427001
1.0,0.0833333333333,-0.100082096674,0.26674876334
2.0,0.083402932252,-0.0999986044897,0.266804468994
3.0,0.158333333333,-0.0770082933133,0.39367495998
4.0,0.180576664869,-0.0518880738937,0.413041403632
5.0,0.193787153531,-0.04163508455,0.429209391613
6.0,0.211234307166,-0.0282052549743,0.450673869306
7.0,0.186212066712,-0.0395832026833,0.412007336108
8.0,0.203699771758,-0.0382118862891,0.445611429805
9.0,0.247590180947,0.0121006555992,0.483079706296
10.0,0.25659580337,0.0283039085616,0.484887698179
11.0,0.267218496708,0.031010783381,0.503426210035
12.0,0.239287993128,0.00865951189148,0.469916474364
13.0,0.278724977993,0.0537072322437,0.503742723742
14.0,0.232736274556,0.00244220096969,0.463030348141
15.0,0.307268107916,0.101341940774,0.513194275058
16.0,0.334068477901,0.12339943522,0.544737520581
17.0,0.37457378734,0.195653211239,0.55349436344
18.0,0.34574457232,0.145704456627,0.545784688014
19.0,0.376087890341,0.17599441078,0.576181369902
20.0,0.292516023948,0.133983505529,0.451048542367
21.0,0.385901550303,0.200754696158,0.571048404448
22.0,0.367716660453,0.17254379937,0.562889521536
23.0,0.395474777785,0.209031231056,0.581918324514
24.0,0.320277974186,0.112400045589,0.528155902783
25.0,0.362602817759,0.16766745471,0.557538180809
26.0,0.39123518697,0.209801396845,0.572668977095
27.0,0.386888554274,0.202355893445,0.571421215103
28.0,0.360893483539,0.174519487344,0.547267479735
29.0,0.34868394573,0.159756418559,0.537611472901
30.0,0.380740427713,0.194212481168,0.567268374259
31.0,0.347734433365,0.163509654691,0.531959212039
32.0,0.386565317935,0.203257007223,0.569873628647
33.0,0.369988406372,0.181115524653,0.558861288092
34.0,0.413320484603,0.23633482192,0.590306147286
35.0,0.373512805772,0.175468490954,0.57155712059
36.0,0.371746533551,0.193060403547,0.550432663555
37.0,0.390827856756,0.202172593114,0.579483120399
38.0,0.396685063547,0.230328346437,0.563041780657
39.0,0.379221081149,0.188151480455,0.570290681843
40.0,0.371620393991,0.186730842866,0.556509945116
41.0,0.407655637906,0.228714581007,0.586596694805
42.0,0.376666715642,0.198535877593,0.554797553691
43.0,0.395063957765,0.211653831039,0.578474084491
44.0,0.37393790892,0.189490166656,0.558385651183
45.0,0.370941845448,0.182950645116,0.55893304578
46.0,0.401716097712,0.219517482083,0.58391471334
47.0,0.361241840678,0.177383981562,0.545099699795
48.0,0.371412355201,0.201989699456,0.540835010946
49.0,0.378985649911,0.18602792715,0.571943372671
50.0,0.398413121685,0.222490751027,0.574335492343
51.0,0.401781263369,0.227170991984,0.576391534753
52.0,0.362087333134,0.162146753493,0.562027912774
53.0,0.362022147,0.181459460872,0.542584833128
54.0,0.381024886279,0.210353387257,0.5516963853
55.0,0.376231173853,0.191936692605,0.5605256551
56.0,0.366271199452,0.182879458601,0.549662940303
57.0,0.354125827946,0.152832861429,0.555418794463
58.0,0.377646093157,0.200361770422,0.554930415892
59.0,0.368026830359,0.201396642853,0.534657017864
60.0,0.382320932611,0.204951303904,0.559690561317
61.0,0.400439937233,0.219540971476,0.581338902989
62.0,0.359917355014,0.17556023842,0.544274471608
63.0,0.401859454194,0.224532400691,0.579186507698
64.0,0.386395842929,0.211783911161,0.561007774697
65.0,0.383425738215,0.197772510549,0.56907896588
66.0,0.39017059138,0.218709960031,0.56163122273
67.0,0.405473861945,0.227797355305,0.583150368585
68.0,0.390750444899,0.22571696317,0.555783926627
69.0,0.382085978864,0.19674825604,0.567423701688
70.0,0.367795726042,0.179439155314,0.556152296769
71.0,0.39499284632,0.21270971913,0.57727597351
72.0,0.387427975294,0.203655338294,0.571200612293
73.0,0.361244583135,0.167785224313,0.554703941957
74.0,0.387074414088,0.203123228787,0.571025599388
75.0,0.343782174064,0.190097575952,0.497466772175
76.0,0.394605811444,0.213669471382,0.575542151505
77.0,0.41165566886,0.235704372362,0.587606965358
78.0,0.402001796977,0.216600201216,0.587403392737
79.0,0.406763360424,0.225015129502,0.588511591347
80.0,0.380876500969,0.194104324157,0.56764867778
81.0,0.384154889808,0.19880208383,0.569507695787
82.0,0.38427663975,0.201449875231,0.567103404269
83.0,0.375884442116,0.193536779103,0.55823210513
84.0,0.380701628328,0.201620756683,0.559782499974
85.0,0.391585104146,0.220297451922,0.56287275637
86.0,0.393341350275,0.204507776223,0.582174924328
87.0,0.378048547148,0.192044701426,0.56405239287
88.0,0.385681021822,0.201513611028,0.569848432616
89.0,0.396107899338,0.213423367228,0.578792431448
90.0,0.398995258603,0.217943686239,0.580046830967
91.0,0.389691289117,0.224162256215,0.555220322019
92.0,0.369640129441,0.17782231171,0.561457947172
93.0,0.393084045347,0.215651110823,0.57051697987
94.0,0.377813623921,0.197924023762,0.55770322408
95.0,0.393088075034,0.210224061344,0.575952088724
96.0,0.392327041003,0.205985424598,0.578668657408
97.0,0.368340248395,0.175516842029,0.561163654762
98.0,0.397220216,0.218323122066,0.576117309934
99.0,0.396561290498,0.217066164801,0.576056416196
