"episode","steps_mean","steps_lower","steps_upper"
0.0,0.0003127137884,-0.000298329314241,0.000923756891041
1.0,0.000157581489674,-8.19048512747e-05,0.000397067830622
2.0,0.00485496806901,-0.00378279400388,0.0134927301419
3.0,0.00280881968756,-0.00181661893309,0.00743425830822
4.0,0.000547294802917,-3.18439037961e-05,0.00112643350963
5.0,0.00257650583207,-7.57656633333e-05,0.00522877732748
6.0,0.00534442647389,-0.000516545529621,0.0112053984774
7.0,0.0152067500673,0.00403977526784,0.0263737248667
8.0,0.00358513715992,0.000262604177135,0.0069076701427
9.0,0.0171074271973,-0.00490524484542,0.0391200992399
10.0,0.0149984431314,0.00288033925923,0.0271165470035
11.0,0.0158441125763,0.000253657228698,0.0314345679239
12.0,0.0185432150202,0.00974990756931,0.0273365224712
13.0,0.03260240562,0.0170446507188,0.0481601605212
14.0,0.03938187457,0.0210566143991,0.0577071347409
15.0,0.04798289921,0.0370319603821,0.0589338380379
16.0,0.0273667356381,0.00662923017625,0.0481042411
17.0,0.0241564830763,0.0122748303004,0.0360381358522
18.0,0.03298454645,0.015502737123,0.050466355777
19.0,0.0381089042076,0.00729930155947,0.0689185068558
20.0,0.05240390985,0.0201956643301,0.0846121553699
21.0,0.0483275865999,0.0215278138516,0.0751273593483
22.0,0.04431612428,0.0165791392002,0.0720531093598
23.0,0.04716016424,0.0202761903025,0.0740441381775
24.0,0.05153859458,0.0308434906056,0.0722336985544
25.0,0.04149919571,0.0242296107362,0.0587687806838
26.0,0.04666897722,0.024540419915,0.068797534525
27.0,0.0554460556715,0.0199319023562,0.0909602089868
28.0,0.05919679173,0.0230842396581,0.0953093438019
29.0,0.05163086599,0.0220120340881,0.0812496978919
30.0,0.0406228133,0.0139082479997,0.0673373786003
31.0,0.05166148701,0.0338407479408,0.0694822260792
32.0,0.05877919654,0.0284039380416,0.0891544550384
33.0,0.04900342207,0.0235342436988,0.0744726004412
34.0,0.06190366861,0.0368008698401,0.0870064673799
35.0,0.06167706224,0.0213742887533,0.101979835727
36.0,0.05864371883,0.0409376411833,0.0763497964767
37.0,0.0642927357,0.0376396270115,0.0909458443885
38.0,0.07411088868,0.0412885644601,0.1069332129
39.0,0.06271582251,0.0353677826332,0.0900638623868
40.0,0.07087300493,0.0330884811228,0.108657528737
41.0,0.06047226092,0.0338592108771,0.0870853109629
42.0,0.06008220233,0.0396672977433,0.0804971069167
43.0,0.06561996151,0.0449972495999,0.0862426734201
44.0,0.07521951499,0.0432130118775,0.107226018103
45.0,0.06348814763,0.038148614374,0.088827680886
46.0,0.07195687522,0.0438867425212,0.100027007919
47.0,0.05667729661,0.0394188398601,0.0739357533599
48.0,0.05934196031,0.0397463888307,0.0789375317893
49.0,0.06605288295,0.0322379322112,0.0998678336888
50.0,0.08245144864,0.0336046748264,0.131298222454
51.0,0.05859133515,0.0235758286066,0.0936068416934
52.0,0.06265221586,0.0422981470986,0.0830062846214
53.0,0.08098182471,0.0551361216259,0.106827527794
54.0,0.08096933584,0.0503929378156,0.111545733864
55.0,0.0863225017,0.0426391809797,0.13000582242
56.0,0.09944612781,0.0732152228515,0.125677032768
57.0,0.07589521816,0.0438838227706,0.107906613549
58.0,0.0805881668,0.0568498695163,0.104326464084
59.0,0.08953018718,0.0491864030151,0.129873971345
60.0,0.0848934694,0.0470154405106,0.122771498289
61.0,0.06691191916,0.042186136743,0.091637701577
62.0,0.08475970031,0.0608111490554,0.108708251565
63.0,0.09110687513,0.0530964447019,0.129117305558
64.0,0.07975741912,0.0539760414121,0.105538796828
65.0,0.09324110728,0.0650999204115,0.121382294148
66.0,0.09021525968,0.0617562514106,0.118674267949
67.0,0.10783984225,0.0695690091048,0.146110675395
68.0,0.11258740789,0.0735086989474,0.151666116833
69.0,0.08941951522,0.0615446802738,0.117294350166
70.0,0.1155168374,0.0726442536111,0.158389421189
71.0,0.10089715653,0.0590678953329,0.142726417727
72.0,0.09351121199,0.0585356770991,0.128486746881
73.0,0.10356992617,0.0577637921128,0.149376060227
74.0,0.10143469273,0.0592891519909,0.143580233469
75.0,0.09158658024,0.0493391814243,0.133833979056
76.0,0.09968348803,0.0667835239843,0.132583452076
77.0,0.11630066086,0.0799459130542,0.152655408666
78.0,0.10529845693,0.0715477664497,0.13904914741
79.0,0.09701234842,0.0667585625353,0.127266134305
80.0,0.09605217584,0.0584474059933,0.133656945687
81.0,0.1125301617,0.0689554195765,0.156104903824
82.0,0.11524556038,0.0813060651967,0.149185055563
83.0,0.09982900095,0.0628577141144,0.136800287786
84.0,0.11601653272,0.0839584674191,0.148074598021
85.0,0.11580066554,0.0768049229062,0.154796408174
86.0,0.10386040365,0.077801705117,0.129919102183
87.0,0.10266715903,0.0581255827302,0.14720873533
88.0,0.12217102056,0.0966931532718,0.147648887848
89.0,0.10227538778,0.0738334994407,0.130717276119
90.0,0.12944898375,0.0963024458592,0.162595521641
91.0,0.11394039248,0.0732461784283,0.154634606532
92.0,0.12477562587,0.0971918171557,0.152359434584
93.0,0.11609014103,0.0806192604443,0.151561021616
94.0,0.12765274077,0.0775527045303,0.17775277701
95.0,0.12175389849,0.0952053299613,0.148302467019
96.0,0.13173187877,0.0856897099145,0.177774047626
97.0,0.11163423102,0.0709212230509,0.152347238989
98.0,0.11177839969,0.0716292257999,0.15192757358
99.0,0.12784860997,0.0942035834768,0.161493636463
100.0,0.14114417052,0.101225158954,0.181063182086
101.0,0.11680039494,0.0665207028795,0.167080087001
102.0,0.12410902846,0.0901146039373,0.158103452983
103.0,0.13987201368,0.110585100438,0.169158926922
104.0,0.14922516656,0.109491264402,0.188959068718
105.0,0.12741108163,0.092799195912,0.162022967348
106.0,0.1168128607,0.0835015236332,0.150124197767
107.0,0.14646918329,0.0988916567863,0.194046709794
108.0,0.14608739389,0.102439578262,0.189735209518
109.0,0.13303530294,0.104442840814,0.161627765066
110.0,0.14350495823,0.103965397883,0.183044518577
111.0,0.13057466846,0.0930703344681,0.168079002452
112.0,0.16383549139,0.122774720326,0.204896262454
113.0,0.12715045519,0.0852835753067,0.169017335073
114.0,0.12486321792,0.0944855504793,0.155240885361
115.0,0.12882108081,0.0875407430956,0.170101418524
116.0,0.14524470932,0.111820769879,0.178668648761
117.0,0.15394444952,0.112192527427,0.195696371613
118.0,0.15965049027,0.121833024268,0.197467956272
119.0,0.15210730107,0.121131895538,0.183082706602
120.0,0.1326992275,0.0925462342582,0.172852220742
121.0,0.15831542757,0.116654726312,0.199976128828
122.0,0.14380216052,0.112712923866,0.174891397174
123.0,0.14390878207,0.101935296597,0.185882267543
124.0,0.13981400115,0.116382372558,0.163245629742
125.0,0.14863614878,0.109171329463,0.188100968097
126.0,0.16362679489,0.124853101356,0.202400488424
127.0,0.13951546428,0.109615998262,0.169414930298
