Episodes,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward
0,3.465268789458246E-22,5.227410554129512E-57,0.2058911320946491,2.494461863231056E-167,0.07976644307687257,2.0902160675258845E-103,7.797647757165749E-79,3.229246017998565E-6,6.85596132412799E-5,7.911084137133206E-30,2.823571965125028E-104,2.5599600737131164E-28
1,3.4226350409384265E-64,2.249652475360272E-160,0.81,4.904786786908757E-171,1.0,4.7718881794361915E-111,1.0133716178293888E-6,6.212697177746149E-135,2.4469844907760368E-79,4.140247157848965E-31,1.5587458986521036E-26,4.212957866794456E-23
2,7.326761281988713E-35,2.5047765005983797E-153,0.9,5.20588414479795E-71,1.0,7.983854771127566E-50,3.0831560293570027E-112,1.906837481167973E-6,1.6302944378618691E-78,5.374372167511618E-14,0.12157665459056936,4.041613207362982E-266
3,1.0730891267324267E-16,8.876694402999828E-201,0.9,1.0829600084891052E-36,1.0,2.4928475428649406E-16,8.033425966985136E-29,4.048376602284338E-5,0.020275559590445278,1.468967577200915E-23,4.5436767155482037E-73,3.921458899591074E-62
4,1.0363682465202271E-32,4.690732447938605E-16,0.9,9.578424506201871E-45,1.0,7.960203505214115E-9,3.7916620801150106E-23,0.0016173092699229901,1.4115816386218418E-5,1.0406536448257433E-18,2.6972160559060804E-4,1.10653556986694E-14
5,1.4978527259308396E-8,2.2435627885784467E-16,0.9,2.1534181276707622E-53,1.0,2.939113265453981E-19,2.4174980594358003E-18,0.004638397686588107,5.468756486982954E-6,4.234202548844905E-57,1.6355572728736877E-16,1.1765883620056724E-10
6,8.191391811479374E-14,9.166335720714351E-41,0.9,7.124586483451906E-181,1.0,4.977414122938543E-19,3.6770542775270583E-25,0.03815204244769462,0.00338139191352273,7.326761281988713E-35,0.47829690000000014,5.012845793452018E-46
7,5.808233949032791E-57,0.001996678111016037,0.9,1.875621635151822E-62,1.0,0.25418658283290013,5.075287860564164E-4,0.10941898913151243,6.3103904250098535E-31,6.635027367298293E-14,0.5314410000000002,1.475041780253095E-9
8,4.295799664301754E-8,0.042391158275216244,0.9,2.9661488944525886E-39,1.0,7.735540101454295E-4,5.341208974569772E-35,0.2058911320946491,3.272426261628314E-12,1.5523270031184861E-40,0.5314410000000002,0.12157665459056936
9,6.0389009828254255E-27,0.0984770902183612,0.9,2.686108954928667E-18,1.0,0.0523347633027361,1.4304567688284741E-11,0.43046721000000016,0.38742048900000015,1.5445383597460583E-6,0.5314410000000002,2.9451836354654825E-12
10,3.6360291795870155E-12,4.5677590745077476E-4,0.9,2.5995488575431195E-27,1.0,0.34867844010000015,2.1757482534922204E-18,0.38742048900000015,0.43046721000000016,2.5261809475150615E-22,0.47829690000000014,7.960203505214115E-9
11,1.0290430145553226E-5,3.479597728084421E-8,0.9,3.909842021546361E-21,1.0,0.34867844010000015,5.270730776938948E-29,0.0984770902183612,0.43046721000000016,0.0024650347049580707,0.5314410000000002,0.0984770902183612
12,4.165953662869907E-10,9.530365732245948E-11,0.9,1.1765883620056724E-10,1.0,0.34867844010000015,6.434475237227167E-16,0.43046721000000016,0.22876792454961012,5.541882608728876E-12,0.5314410000000002,0.020275559590445278
13,1.2294839665188222E-14,0.05814973700304011,0.9,7.822819733879392E-17,1.0,0.34867844010000015,9.550049507968265E-4,0.43046721000000016,0.43046721000000016,0.02781283894436938,0.43046721000000016,0.31381059609000017
14,0.016423203268260675,0.016423203268260675,0.9,1.3259989412289006E-64,1.0,0.34867844010000015,0.00515377520732012,0.34867844010000015,0.38742048900000015,0.030903154382632643,0.5314410000000002,0.28242953648100017
15,8.595044557171439E-4,0.05814973700304011,0.9,2.686108954928667E-18,1.0,2.4274944503154723E-4,0.2058911320946491,0.43046721000000016,0.38742048900000015,0.1500946352969992,0.5314410000000002,0.38742048900000015
16,8.595044557171439E-4,0.13508517176729928,0.9,3.3230330571020116E-11,1.0,0.22876792454961012,0.10941898913151243,0.34867844010000015,0.43046721000000016,0.05814973700304011,0.5314410000000002,0.34867844010000015
17,0.2058911320946491,0.16677181699666577,0.9,5.064827095110519E-11,1.0,0.31381059609000017,0.1853020188851842,0.25418658283290013,0.38742048900000015,0.2058911320946491,0.5314410000000002,0.38742048900000015
18,0.2058911320946491,0.16677181699666577,0.9,6.64873118457862E-7,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.38742048900000015,0.22876792454961012,0.5314410000000002,0.34867844010000015
19,0.13508517176729928,0.12157665459056936,0.9,2.4174980594358003E-18,1.0,0.34867844010000015,0.22876792454961012,0.34867844010000015,0.28242953648100017,0.2058911320946491,0.5314410000000002,0.25418658283290013
20,0.16677181699666577,0.1853020188851842,0.9,0.005726416897022355,1.0,0.28242953648100017,0.13508517176729928,0.43046721000000016,0.43046721000000016,0.22876792454961012,0.43046721000000016,0.34867844010000015
21,0.2058911320946491,0.16677181699666577,0.9,0.008727963568087723,0.6561000000000001,0.31381059609000017,0.2058911320946491,0.28242953648100017,0.43046721000000016,0.16677181699666577,0.5314410000000002,0.31381059609000017
22,0.1500946352969992,0.1853020188851842,0.9,0.04710128697246249,1.0,0.34867844010000015,0.25418658283290013,0.43046721000000016,0.28242953648100017,0.13508517176729928,0.5314410000000002,0.38742048900000015
23,0.2058911320946491,0.1853020188851842,0.9,0.03433683820292516,1.0,0.28242953648100017,0.1853020188851842,0.43046721000000016,0.43046721000000016,0.1500946352969992,0.10941898913151243,0.38742048900000015
24,0.1500946352969992,0.12157665459056936,0.9,3.3298963653161486E-4,1.0,0.31381059609000017,0.25418658283290013,0.34867844010000015,7.424731933778624E-41,0.1500946352969992,0.43046721000000016,0.34867844010000015
25,0.1500946352969992,0.1500946352969992,0.9,1.5926791088519815E-4,1.0,0.31381059609000017,0.25418658283290013,0.10941898913151243,0.34867844010000015,0.22876792454961012,0.5314410000000002,0.28242953648100017
26,0.2058911320946491,0.1853020188851842,0.9,6.265787482177979E-4,1.0,0.34867844010000015,0.2058911320946491,0.43046721000000016,0.43046721000000016,0.13508517176729928,0.5314410000000002,0.38742048900000015
27,0.22876792454961012,0.07178979876918531,0.9,0.07976644307687257,1.0,0.34867844010000015,0.16677181699666577,0.43046721000000016,0.34867844010000015,0.042391158275216244,0.43046721000000016,0.28242953648100017
28,0.12157665459056936,0.1853020188851842,0.31381059609000017,0.12157665459056936,1.0,0.2058911320946491,0.25418658283290013,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.5314410000000002,0.34867844010000015
29,0.2058911320946491,0.13508517176729928,0.9,0.1500946352969992,1.0,0.34867844010000015,0.25418658283290013,0.43046721000000016,0.34867844010000015,0.16677181699666577,0.47829690000000014,0.38742048900000015
30,0.13508517176729928,0.1853020188851842,0.38742048900000015,0.16677181699666577,1.0,0.34867844010000015,0.25418658283290013,0.43046721000000016,0.38742048900000015,0.1853020188851842,0.5314410000000002,0.12157665459056936
31,0.16677181699666577,0.1853020188851842,0.9,0.0984770902183612,1.0,0.34867844010000015,0.25418658283290013,0.31381059609000017,1.1610630703530947E-4,0.13508517176729928,0.5314410000000002,0.38742048900000015
32,0.22876792454961012,0.12157665459056936,0.9,2.4274944503154723E-4,1.0,0.25418658283290013,0.2058911320946491,0.43046721000000016,0.43046721000000016,0.22876792454961012,0.5314410000000002,0.16677181699666577
33,0.08862938119652508,0.1853020188851842,0.9,2.9512665430652825E-5,1.0,0.31381059609000017,0.2058911320946491,0.43046721000000016,0.43046721000000016,0.22876792454961012,0.5314410000000002,0.38742048900000015
34,0.22876792454961012,0.16677181699666577,0.9,0.16677181699666577,1.0,0.16677181699666577,0.25418658283290013,0.43046721000000016,0.28242953648100017,0.1500946352969992,0.38742048900000015,0.28242953648100017
35,0.16677181699666577,0.10941898913151243,0.81,0.12157665459056936,1.0,0.25418658283290013,5.446236218208488E-20,0.03815204244769462,0.43046721000000016,1.3275376022277854E-9,0.5314410000000002,0.38742048900000015
36,2.8561617190745424E-14,0.1853020188851842,0.9,0.12157665459056936,0.81,0.31381059609000017,0.1853020188851842,0.43046721000000016,0.34867844010000015,0.22876792454961012,0.5314410000000002,0.38742048900000015
37,0.1853020188851842,0.07178979876918531,0.9,0.07976644307687257,1.0,0.34867844010000015,0.2058911320946491,0.38742048900000015,0.38742048900000015,0.2058911320946491,0.5314410000000002,0.31381059609000017
38,0.12157665459056936,0.13508517176729928,0.9,0.08862938119652508,1.0,0.34867844010000015,0.1853020188851842,0.34867844010000015,0.43046721000000016,0.22876792454961012,0.34867844010000015,0.38742048900000015
