Episodes,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward
23,0.30802776416094163,0.3218883132856501,0.3214490365641975,0.30613967040780016,0.28505043608908515,0.2934981714265,0.3370558254300002,0.2935547613561975,0.2701961534100916,0.28191814143552013,0.31383907149594165,0.30913191255459166,0.273513085501435,0.29556890236543515,0.26506535016402016,0.28491038358231163,0.31607700595065014,0.29980534541265014,0.224998930001029,0.2378611874663076,0.2949877716319352,0.2518545363759243,0.28975759503043513,0.27700119429937664,0.2875719623417416,0.31084682934915014,0.2808139930418701,0.31555398829050013
24,0.29809042861809165,0.3213071825521502,0.32130718255215013,0.24521511498641999,0.24796207985224053,0.31555398829050013,0.2087365524439272,0.32130718255215013,0.2922791212830916,0.28804267823587665,0.29870119701900016,0.27874326210293504,0.29988908635134753,0.33182564882850013,0.27042174836083627,0.31497285755700016,0.30132209662708515,0.30032836307280014,0.32711848988715014,0.27700119429937664,0.2969862802244417,0.2574543440052854,0.26200088567080004,0.29922421467915017,0.3132579407624416,0.27480867457224734,0.28804267823587665,0.34286713276500014
25,0.25953763462696816,0.28884760241484747,0.2939940380776502,0.2884841390112543,0.2525908559517825,0.277703690705595,0.34286713276500014,0.29507949963724506,0.3045962452926975,0.25482358864718235,0.29750929788459163,0.30974268095550017,0.32188831328565015,0.28704894468159164,0.2623566998151767,0.32711848988715014,0.30802776416094163,0.2904224667026325,0.3370558254300002,0.26520020091148505,0.2746738238247825,0.2123496611473673,0.32601434149350017,0.3170707395049351,0.2523089494329616,0.29041546343805,0.34286713276500014,0.26464876979683144
26,0.30713340396208516,0.2292135611716215,0.30802776416094163,0.3096845678821502,0.27092263261646604,0.271244486316812,0.3007990789669351,0.27299653176424504,0.2656279360244885,0.24519948256968882,0.31607700595065014,0.2853518443576893,0.3104075526276975,0.3370558254300002,0.29086174342408516,0.32659547222700014,0.268151188999527,0.26353621505365427,0.2471165540332474,0.23787295338723538,0.32188831328565015,0.29565264330413243,0.31084682934915014,0.29864308394565015,0.2975092978845917,0.31497285755700016,0.2691486672797696,0.28575923543342774
27,0.26267109154200025,0.30661038630193516,0.28123763734659163,0.2902806126905852,0.30916155022200015,0.1994710257010218,0.31607700595065014,0.265833633411,0.33182564882850013,0.29086174342408516,0.28557345374923515,0.2742784747754751,0.3218883132856501,0.2976667843133702,0.27721098249417014,0.29402118908665,0.2877434540211975,0.287283168784485,0.2993660686911975,0.25776444262358494,0.2563693354434897,0.34286713276500014,0.33182564882850013,0.31555398829050013,0.23574302959333457,0.27728310081819746,0.31084682934915014,0.2748167241179904
28,0.29680071936992775,0.3045962452926975,0.31497285755700016,0.3003283630728002,0.3019032273605851,0.3048954695073766,0.30802776416094163,0.23970011246565015,0.27891026687199744,0.2731314447450001,0.27899970289188314,0.2946589097498475,0.2873740973089105,0.3027975875594416,0.3171811543443002,0.3207841648920002,0.24299871974105747,0.29341290734415015,0.32659547222700014,0.31906924809744164,0.32659547222700014,0.2960919200255851,0.2888476024148475,0.26388897942394146,0.29227912128309164,0.22723878597677252,0.26292109508102796,0.2956526433041325
29,0.27139967515917013,0.260813274700074,0.284314116513227,0.24322401206535538,0.3207841648920002,0.2517133485441975,0.2509011799953141,0.2531138736119325,0.24954248655806052,0.292917040693,0.3019032273605851,0.3102656986156502,0.3007990789669352,0.32288204683993516,0.2969862802244417,0.30445439128065016,0.32601434149350017,0.2262969216684846,0.3138390714959416,0.2708766574990201,0.31136984700930015,0.27774952854865,0.2904663943747778,0.32601434149350017,0.2883245847546975,0.3248805554324416,0.32288204683993516,0.28704894468159164
30,0.2976667843133702,0.29609192002558515,0.3019032273605851,0.24113024303824715,0.30661038630193516,0.31084682934915014,0.3170707395049352,0.3014639506391325,0.3207841648920002,0.2694366439587,0.22175556732236604,0.31084682934915014,0.29509818647130015,0.29609192002558515,0.25654539248017666,0.3108468293491502,0.255755120472116,0.31254936224777774,0.31084682934915014,0.22211450003709407,0.2286901181516505,0.32288204683993516,0.25571076670941656,0.2960919200255851,0.3045125043540002,0.3138390714959416,0.27229403535802665,0.3202030341585001
31,0.3132579407624417,0.2752479512937,0.3202030341585002,0.32188831328565015,0.2934710204175002,0.2675078890558529,0.30974268095550017,0.31962190342500013,0.31184056290343515,0.2649931278175915,0.30032836307280014,0.3019032273605851,0.2956965709762777,0.2904224667026325,0.3028969609148702,0.3190692480974416,0.26586507258368236,0.3007990789669352,0.30570039368634755,0.23654583639984747,0.33763695616350015,0.23964730765208553,0.32078416489200007,0.290125423848227,0.3486784401000001,0.29227912128309164,0.3218883132856502,0.3207841648920002
32,0.31184056290343515,0.3160770059506502,0.30503552201415013,0.30661038630193516,0.27399026531853005,0.29509818647130015,0.31184056290343515,0.3271184898871502,0.28523621777327773,0.31084682934915014,0.2718703910533051,0.29086174342408516,0.3097426809555001,0.29922421467915017,0.30974268095550017,0.32543321076000015,0.25906808099490614,0.32601434149350017,0.3019032273605851,0.28975759503043513,0.2799040004262825,0.31383907149594165,0.2990841621723766,0.3045125043540002,0.28405670253480014,0.33182564882850013,0.31184056290343515,0.3160770059506502
33,0.268805926560085,0.2590146169668181,0.3007990789669352,0.33182564882850013,0.23954833527686314,0.3160770059506502,0.30613967040780016,0.3218883132856501,0.26323465686092057,0.3102656986156502,0.2615157711062923,0.3207841648920002,0.30916155022200015,0.27990400042628255,0.30870826824987013,0.31383907149594165,0.2719639877420205,0.3022164568259416,0.3170707395049351,0.2883245847546975,0.28081399304187016,0.29194907366708556,0.32711848988715014,0.29086174342408516,0.289784746039435,0.30279758755944164,0.30602925556843513,0.2554144189574288
34,0.3007990789669352,0.2904663943747778,0.25572599814594815,0.30132209662708515,0.30661038630193516,0.28505043608908515,0.33182564882850013,0.32130718255215013,0.2976667843133702,0.244684514209442,0.28475409418903835,0.3218883132856501,0.32288204683993516,0.3022164568259416,0.32188831328565015,0.2993660686911975,0.27982025948758515,0.2904224667026325,0.30713340396208516,0.260462279413466,0.29086174342408516,0.3113698470093002,0.3154958752171501,0.33182564882850013,0.2793809827661325,0.2935547613561975,0.2935547613561975,0.30713340396208516
35,0.31555398829050013,0.31084682934915014,0.29922421467915017,0.284038015700745,0.24526604592314774,0.33182564882850013,0.2980904286180916,0.31555398829050013,0.2840838535438,0.2770011942993766,0.32601434149350017,0.29766678431337007,0.33124451809500016,0.295936731183227,0.33182564882850013,0.2642064673572,0.32288204683993516,0.3202030341585001,0.3207841648920002,0.2787998520326325,0.3098264218941975,0.2887514775802193,0.27766606597157395,0.29627770170977774,0.31555398829050013,0.3045125043540001,0.33763695616350015,0.3050355220141502
36,0.27316785716175485,0.2699666648834325,0.29086174342408516,0.3102656986156502,0.2933832696767416,0.262447340926041,0.32711848988715014,0.250294808423724,0.2904224667026325,0.3045125043540002,0.2846111593676325,0.3271184898871502,0.33763695616350015,0.33763695616350015,0.26656485076731945,0.28403002863413246,0.29194907366708556,0.29556890236543515,0.3171811543443001,0.31254936224777774,0.29609192002558515,0.3171811543443001,0.28034327714773516,0.2836174258133475,0.3271184898871502,0.3370558254300002,0.2935547613561975,0.2698365508096779
37,0.29980534541265014,0.2990841621723766,0.30401511455919744,0.2801334889529416,0.23619025170187805,0.247245976347235,0.28405670253480014,0.31607700595065014,0.31555398829050013,0.31184056290343515,0.31718115434430016,0.3218883132856501,0.32288204683993516,0.3207841648920002,0.3207841648920002,0.28123763734659163,0.33182564882850013,0.23054360032424923,0.30661038630193516,0.2950981864713001,0.26478041595407775,0.262471601564935,0.32188831328565015,0.29556890236543515,0.20330533276487836,0.3067380549127778,0.2830054716785206,0.34286713276500014
38,0.31497285755700016,0.258287460283735,0.29256427632271276,0.33763695616350015,0.20409048333695431,0.2679251583301329,0.31497285755700016,0.24720013850418002,0.21935120758470925,0.266662206769095,0.3045125043540002,0.3370558254300002,0.2795086513769751,0.3027975875594416,0.27736684175689486,0.30661038630193516,0.2976667843133702,0.2689169155693043,0.255583098098574,0.3007990789669351,0.26000283976106053,0.31184056290343515,0.29708565357987016,0.32488055543244165,0.32130718255215013,0.29908416217237666,0.30916155022200015,0.2861545844827351
39,0.3213071825521502,0.29355476135619746,0.2904663943747778,0.2949877716319351,0.2026683775715492,0.3132579407624416,0.29402118908665,0.28874517464209504,0.2672310622723,0.26476897348993517,0.2955107892920852,0.33182564882850013,0.3370558254300002,0.27017746657603653,0.24331943868755124,0.31184056290343515,0.31906924809744164,0.28567754194003103,0.29609192002558515,0.29086174342408516,0.26385982806665953,0.23909132506224393,0.29086174342408516,0.3143917268235002,0.2587369988817481,0.3019032273605852,0.3207841648920002,0.26790126814355386
40,0.29809042861809165,0.31765187023843516,0.2987011970190001,0.282052992182985,0.270861025082289,0.2782401934404915,0.27453196981273514,0.276091201683789,0.24752108810958026,0.3102656986156502,0.3207841648920002,0.2969862802244417,0.32130718255215013,0.291839844561639,0.27982025948758515,0.3207841648920002,0.32601434149350017,0.28505043608908515,0.28874517464209504,0.3207841648920002,0.30974268095550017,0.29039102752995016,0.3019032273605851,0.30802776416094163,0.3149728575570001,0.3045125043540002,0.29099659417155,0.22006154636936195
41,0.2770011942993766,0.2627223472726948,0.28914682662952657,0.2758218998905777,0.29086174342408516,0.30802776416094163,0.2969862802244416,0.28928687913630013,0.29327285483737664,0.26996666488343246,0.30661038630193516,0.30445439128065016,0.28452741842893514,0.30744663342744166,0.28975759503043513,0.2950981864713001,0.32659547222700014,0.30602925556843513,0.33182564882850013,0.29175610362294163,0.2829338673070951,0.30974268095550017,0.2757114850512128,0.2572541918245192,0.3097426809555001,0.26191742309372396,0.25935967232356677,0.27301521859830014
42,0.2867529689877128,0.29609192002558515,0.2761068341005201,0.2599628421733628,0.25340697475989765,0.30190322736058517,0.2904224667026325,0.27297453944695516,0.32659547222700014,0.304539655363,0.32488055543244165,0.2646260734425675,0.29609192002558515,0.33182564882850013,0.2829338673070951,0.2685323473224799,0.33182564882850013,0.30503552201415013,0.2670218967329139,0.28223137090087663,0.28518528683655003,0.33182564882850013,0.2844693053555852,0.33182564882850013,0.2857153077612825,0.2960919200255852,0.31383907149594165,0.29870119701900016
43,0.22716290877461573,0.25969383818347885,0.30544812483493516,0.33124451809500016,0.24184377701930418,0.24774648782814693,0.255583098098574,0.2940777790163475,0.2883245847546975,0.32188831328565015,0.290576793352207,0.3207841648920002,0.2735696754311325,0.34286713276500014,0.3207841648920002,0.2949877716319351,0.2778061184783475,0.2830362950798475,0.2598351735625201,0.2949877716319352,0.29980534541265014,0.3218883132856501,0.28917646429693517,0.271854758636574,0.31607700595065014,0.29509818647130015,0.29086174342408516,0.33182564882850013
44,0.3132579407624416,0.2825132774196975,0.27155553442189484,0.30503552201415013,0.2871483180370202,0.304539655363,0.3170707395049351,0.33763695616350015,0.2922791212830917,0.32659547222700014,0.2622759974331452,0.2913847610842351,0.31765187023843516,0.284554569437935,0.31765187023843516,0.27673393995146606,0.3218883132856501,0.28234178574024166,0.3007990789669352,0.28422987949338313,0.24223270566885544,0.2846111593676325,0.27471775149692773,0.3061396704078001,0.2825132774196975,0.31254936224777774,0.3202030341585002,0.30503552201415013
45,0.3104075526276975,0.28733409972121277,0.30661038630193516,0.30802776416094163,0.3045125043540002,0.29980534541265014,0.27629261578471276,0.3207841648920002,0.31084682934915014,0.31084682934915014,0.2841404434734975,0.3108468293491502,0.2990841621723766,0.2998890863513475,0.2960919200255851,0.29922421467915017,0.2501396195813658,0.3045962452926975,0.28804267823587665,0.31084682934915014,0.33182564882850013,0.30661038630193516,0.32659547222700014,0.28123763734659163,0.2846111593676325,0.2846111593676325,0.2504805901079166,0.29227912128309164
46,0.30802776416094163,0.3102656986156502,0.29288988968400015,0.3113698470093001,0.28975759503043513,0.30503552201415013,0.2829401702452193,0.29291704069299995,0.3007990789669352,0.26462607344256744,0.34286713276500014,0.2442597076432531,0.3207841648920002,0.2782725462088,0.28223137090087663,0.29327285483737664,0.2993660686911975,0.2932728548373766,0.3170707395049352,0.3045125043540001,0.21700002719623512,0.27177101769787665,0.3218883132856502,0.32601434149350017,0.30974268095550017,0.30713340396208516,0.2956965709762778,0.29870119701900016
47,0.3218883132856502,0.261597190363785,0.33763695616350015,0.2733981837516766,0.30143251146645017,0.24011961026034512,0.3207841648920002,0.3102656986156502,0.30974268095550017,0.31555398829050013,0.32288204683993516,0.29327285483737664,0.33763695616350015,0.33182564882850013,0.31084682934915014,0.30445439128065016,0.2705802808249351,0.2781053426930266,0.3102656986156502,0.3218883132856501,0.3028969609148702,0.31084682934915014,0.33763695616350015,0.2623566998151767,0.2713996751591702,0.29086174342408516,0.30870826824987013,0.31383907149594165
48,0.3207841648920002,0.2980904286180916,0.30661038630193516,0.2968007193699278,0.3045962452926975,0.33182564882850013,0.2904224667026325,0.24843924746693147,0.3045962452926974,0.2756361182063852,0.30974268095550017,0.29864308394565015,0.32130718255215013,0.2217418341402929,0.2724798170422192,0.2787998520326325,0.33763695616350015,0.27854680346840427,0.27700119429937664,0.2876868640915,0.28405670253480014,0.27744265507475424,0.30661038630193516,0.3214490365641975,0.3271184898871502,0.29980534541265014,0.26782161727243886,0.27229403535802665
49,0.28422987949338313,0.26833949882963243,0.26125255142152665,0.3149728575570001,0.24493018077647757,0.3132579407624417,0.3104075526276975,0.3271184898871502,0.2633078486904415,0.2950981864713001,0.33182564882850013,0.2950981864713002,0.3207841648920002,0.29194907366708556,0.28975759503043513,0.2584789009608974,0.2708766574990202,0.3207841648920002,0.2789102668719975,0.2787998520326325,0.32188831328565015,0.3486784401000001,0.33763695616350015,0.3129447112970851,0.2913847610842351,0.3286933541749351,0.26889323799449316,0.25143658155139503
50,0.33182564882850013,0.30150787831127773,0.31084682934915014,0.28884760241484747,0.2764200635658766,0.3039313736205001,0.31497285755700016,0.3370558254300002,0.30503552201415013,0.29086174342408516,0.32288204683993516,0.29870119701900016,0.2846111593676324,0.2779656727349043,0.30393137362050016,0.34286713276500014,0.32659547222700014,0.24941597661919734,0.2918554769783701,0.31184056290343515,0.33292979722215016,0.2971960684192351,0.32288204683993516,0.2799479280984278,0.31184056290343515,0.27908393991172703,0.2969862802244416,0.29980534541265014
51,0.3486784401000001,0.29922421467915017,0.25163793759850894,0.2987849379576975,0.2793809827661325,0.2935547613561975,0.2570845611900639,0.28816404390859507,0.2993660686911975,0.29980534541265014,0.30503552201415013,0.3160770059506502,0.32659547222700014,0.26506847520658755,0.2828125016343766,0.276241684847985,0.33182564882850013,0.2915705427684277,0.2888476024148475,0.29138476108423517,0.27899970289188314,0.3014639506391325,0.33763695616350015,0.31254936224777774,0.2886343749138402,0.30613967040780016,0.2866253003768701,0.29556890236543515
