Episodes,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward
0,3.228418896451284E-109,3.552615792577477E-295,0.9,2.5E-323,1.0,2.016866181054969E-71,5.417522309824535E-89,2.2782586118290197E-15,1.3019368736507575E-24,2.8010824348272124E-29,7.170659196336778E-57,1.783851693775731E-79
1,9.174621602100857E-89,2.4498239195898647E-24,0.9,2.8036144648025438E-77,2.5E-323,6.89053387934609E-39,6.5474770070138E-8,3.0397254892954718E-58,5.222689519770981E-9,2.8943532220409374E-20,2.575854686758999E-7,1.1200320791936221E-75
2,3.7994932828302705E-16,2.867237404013559E-103,0.9,1.1994170003153009E-98,1.0,4.7004205677938825E-9,2.645201938908583E-19,2.996906728784534E-4,3.077589559092519E-16,3.012019229930036E-38,5.438530493588405E-178,1.8984987532323486E-123
3,0.0010611166119964739,3.326036902760025E-59,0.81,1.926117188002185E-74,1.0,7.726574348740811E-59,2.390525899882879E-5,9.404610869860067E-5,6.4477648392234335E-9,4.393285036964726E-34,5.29252532807091E-15,5.7843157164421666E-71
4,7.274974452237555E-8,4.547783958340815E-121,0.9,0.0022185312344622636,1.0,1.538177970674658E-20,3.699884850351276E-4,0.025031555049932444,1.9843573748677906E-24,3.345830830747973E-141,3.1829421269064807E-55,3.0307206466584045E-17
5,6.323423745381376E-24,5.473699952830528E-54,0.9,7.387479093976244E-7,1.0,0.00636268544113595,1.955903838883999E-73,0.0523347633027361,0.28242953648100017,6.919026340698324E-25,0.43046721000000016,7.58636507077967E-19
6,3.279185047850314E-5,2.2139585805492464E-10,0.9,3.339790115438083E-45,1.0,4.76327279526382E-15,4.212957866794456E-23,0.34867844010000015,0.04710128697246249,1.0290430145553226E-5,0.5314410000000002,1.932334983228903E-12
7,3.3230330571020116E-11,5.79102771350445E-16,0.9,8.232698541830795E-48,0.9,0.009697737297875247,1.9761858167570967E-38,0.04710128697246249,0.16677181699666577,6.297383967845153E-38,0.5314410000000002,4.2692919293205485E-29
8,7.274974452237555E-8,1.203288898321228E-36,0.9,1.7933064502448899E-10,1.0,0.2058911320946491,1.2118544977921166E-63,0.31381059609000017,0.43046721000000016,2.8068677194611796E-22,0.43046721000000016,9.1203445604645E-7
9,7.602033756829732E-12,9.223248858081402E-20,0.9,2.1401302088913164E-74,1.0,0.10941898913151243,1.5085151749358984E-35,0.43046721000000016,0.38742048900000015,5.143152670209761E-10,0.47829690000000014,3.180067514517283E-7
10,0.008727963568087723,7.53955251654488E-40,0.9,5.184446380942742E-85,1.0,0.10941898913151243,0.011972515182562033,0.43046721000000016,0.34867844010000015,1.541354884451778E-13,0.5314410000000002,0.0011790184577738598
11,3.6846487721929585E-18,0.08862938119652508,0.9,3.180067514517283E-7,1.0,0.34867844010000015,3.6435389420559045E-5,0.34867844010000015,0.34867844010000015,9.432553742470035E-46,0.31381059609000017,0.31381059609000017
12,3.692258952335568E-11,2.2343238259127243E-30,0.9,2.086442296274789E-7,1.0,0.34867844010000015,2.4274944503154723E-4,0.10941898913151243,0.43046721000000016,2.1514733098945913E-5,0.34867844010000015,8.335248417898115E-6
13,2.570545547167088E-14,5.541882608728876E-12,0.31381059609000017,4.015102928509391E-33,1.0,0.28242953648100017,0.01077526366430583,0.43046721000000016,0.38742048900000015,0.16677181699666577,0.38742048900000015,0.25418658283290013
14,2.4599539783880517E-10,9.404610869860067E-5,0.9,6.144955707331533E-19,1.0,0.1500946352969992,2.0778503537726203E-21,0.43046721000000016,0.43046721000000016,7.960203505214115E-9,0.43046721000000016,0.28242953648100017
15,0.030903154382632643,0.020275559590445278,0.9,1.849200896210913E-8,1.0,0.25418658283290013,0.0523347633027361,0.43046721000000016,0.38742048900000015,0.07976644307687257,0.47829690000000014,0.28242953648100017
16,0.07178979876918531,0.1853020188851842,0.9,0.10941898913151243,1.0,0.31381059609000017,0.05814973700304011,0.38742048900000015,0.34867844010000015,0.016423203268260675,0.5314410000000002,0.25418658283290013
17,0.030903154382632643,0.10941898913151243,0.9,0.07976644307687257,1.0,0.34867844010000015,0.2058911320946491,0.22876792454961012,2.318269218083099E-7,0.16677181699666577,0.5314410000000002,0.22876792454961012
18,1.7161537330511758E-6,0.1853020188851842,0.9,4.7731107381130604E-8,1.0,0.22876792454961012,0.25418658283290013,0.38742048900000015,0.43046721000000016,0.22876792454961012,0.2058911320946491,0.31381059609000017
19,0.07976644307687257,0.1853020188851842,0.9,0.0523347633027361,1.0,0.28242953648100017,0.25418658283290013,0.38742048900000015,0.38742048900000015,0.1853020188851842,0.5314410000000002,0.31381059609000017
20,0.22876792454961012,0.1853020188851842,0.9,0.1500946352969992,1.0,0.34867844010000015,0.25418658283290013,0.38742048900000015,0.43046721000000016,0.07178979876918531,0.5314410000000002,0.25418658283290013
21,0.007069650490151055,0.013302794647291147,0.9,0.10941898913151243,1.0,0.25418658283290013,3.6435389420559045E-5,0.38742048900000015,0.43046721000000016,0.1500946352969992,0.47829690000000014,0.2058911320946491
