Episodes,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward
189,0.1255205854,0.1867122396,0.2017492512,0.1594238378,0.1897211058,0.2182833325,0.1186437669,0.1622469069,0.2389942305,0.2231211831
190,0.125395057,0.1643185929,0.1946941298,0.2084686258,0.2281454282,0.1453823984,0.0565507484,0.2093201578,0.2679012682,0.1705744578
191,0.1953055906,0.2052847863,0.114477559,0.1478294345,0.1998050268,0.1110485698,0.099403685,0.1907530313,0.2490207666,0.1336228386
192,0.1879289828,0.1457111268,0.227394177,0.1924066604,0.1592006223,0.1708357683,0.1448980609,0.1986181008,0.2702782762,0.1518309472
193,0.1443142586,0.200939701,0.154384452,0.115150211,0.2160929522,0.171574088,0.1015102348,0.1308118002,0.1837579656,0.1957746875
194,0.1687543955,0.1949201845,0.1495843283,0.2097680281,0.1796238561,0.1059340782,0.1376079545,0.1683055138,0.2444361632,0.1784591042
195,0.1832098845,0.1284060272,0.1907861217,0.1719030755,0.2169149526,0.2085606085,0.1319557079,0.2194919301,0.2225938017,0.127651889
196,0.2270006854,0.183588629,0.2196080176,0.1827924715,0.1678261179,0.1969578454,0.1035104727,0.134741155,0.1821879807,0.2081704799
197,0.1467037512,0.1558303177,0.2105840584,0.1438583678,0.124958974,0.1644599435,0.1203962517,0.2187484513,0.2137916337,0.1676531357
198,0.1651074369,0.1711297094,0.1710425276,0.1381357968,0.217954605,0.1844580837,0.1194734416,0.226918676,0.2181166561,0.1956022774
199,0.152640395,0.1609070275,0.2689407773,0.1536519356,0.179560649,0.1811789465,0.1492375287,0.2190172674,0.2669858188,0.1508340577
200,0.1951063313,0.2218787877,0.2085576051,0.1912067408,0.2847554486,0.146275691,0.1409042222,0.2175634442,0.1598631713,0.1148379581
201,0.150099813,0.1101962007,0.1890765074,0.1811755967,0.1017053184,0.2390560218,0.1512697505,0.1817725592,0.2226646952,0.171265213
202,0.1538288877,0.1593114335,0.1874347252,0.1899520387,0.2373841432,0.1792168044,0.1280583903,0.1939054242,0.2033431909,0.1334649356
203,0.168777883,0.1545631305,0.2212457571,0.20720682,0.2145137417,0.2192186515,0.0867178646,0.1719024351,0.228496595,0.1202438875
204,0.2184995342,0.1267670656,0.2695713158,0.1615423788,0.1474101106,0.1684561511,0.0806729383,0.1457772131,0.2402625103,0.1418340077
205,0.183083897,0.2224489209,0.2180629826,0.2128984887,0.1977637587,0.139834014,0.1039361612,0.2111990855,0.215877192,0.1280177634
206,0.1970983776,0.1892825202,0.1770393006,0.0314083856,0.2403206982,0.2027202621,0.1928412488,0.2350749414,0.203950749,0.136391685
207,0.1776653628,0.1831345164,0.1957039963,0.1184904058,0.2107101803,0.16384178,0.1364074063,0.1899149129,0.2422124326,0.1675294492
208,0.1504193331,0.2381375876,0.184779862,0.1812040473,0.1512166114,0.2331569571,0.1165900555,0.1849283412,0.2847945177,0.1596620503
209,0.1708222465,0.1828582252,0.1974756414,0.1514642946,0.1796404724,0.1787164882,0.135851925,0.220567755,0.2053698109,0.1583260847
210,0.198599414,0.1362211611,0.1417336973,0.1436996424,0.2197713294,0.1532398007,0.1138448248,0.1762050365,0.2120939786,0.1720532793
211,0.1437782352,0.0960699926,0.2206162858,0.1476220109,0.2140685454,0.1667576068,0.1143268314,0.1789299638,0.2284368633,0.1535141821
212,0.1160814877,0.1397778591,0.2237689958,0.1602344712,0.1904201609,0.2039567208,0.0796676493,0.1975619161,0.24350868,0.1334187134
213,0.1311500965,0.2077843973,0.2349301454,0.1087745697,0.1747360711,0.1684909714,0.0896624542,0.1558295134,0.2323556737,0.1109007891
214,0.1775756388,0.1450167671,0.1250564894,0.2244760336,0.1699236133,0.2209709563,0.0719140736,0.1331568617,0.2737125755,0.1344511293
215,0.1108668995,0.1780692179,0.2161683984,0.1334253388,0.1492765461,0.102812604,0.1321696779,0.1447675682,0.2522980651,0.1696867944
216,0.1231321994,0.1647091069,0.241821076,0.2112117224,0.2108653303,0.2275579945,0.130964758,0.2042436265,0.2231082298,0.2106522924
217,0.179685598,0.1469312904,0.1503944974,0.1727769364,0.1527548145,0.1607605062,0.1347793187,0.2439406791,0.2348465522,0.2341485716
218,0.1607542331,0.183120342,0.2450668159,0.2219574174,0.2178633381,0.1487953908,0.1043973059,0.1779416489,0.2276094222,0.1908335941
219,0.1543052022,0.1919597348,0.1497242764,0.1481332201,0.190420652,0.1658133591,0.1106184377,0.2499152888,0.2119140794,0.1418040344
220,0.1307524396,0.1610768364,0.1908214349,0.1785616688,0.2456428501,0.137782625,0.0868714907,0.2706217061,0.1902752296,0.2364988034
221,0.160744077,0.200007165,0.2329222363,0.2178927639,0.1760463995,0.2007675779,0.1141670692,0.2368153879,0.2690054166,0.1934082181
222,0.1613842242,0.2139336782,0.2177654783,0.1842734464,0.2284850576,0.1687743312,0.1707679952,0.2159984227,0.2136302471,0.1630872334
223,0.1416242674,0.1908952565,0.1968188423,0.1736233211,0.1935740818,0.1951696762,0.0707996914,0.1895019228,0.2052048902,0.1694658342
224,0.161906434,0.1993399749,0.1826261776,0.1685970731,0.1983974447,0.1593742847,0.0901388707,0.2220811386,0.222883112,0.1160686932
225,0.1441007735,0.1795864869,0.2001738036,0.2167350836,0.1595149667,0.1478551153,0.1577366698,0.2285456864,0.1380982645,0.1748435576
226,0.1819795679,0.1279444478,0.1638761224,0.1992735903,0.1015521485,0.2194719703,0.1276175376,0.2217857575,0.1754000183,0.1828796658
227,0.2029339978,0.1986735809,0.2057881826,0.1568316913,0.2045534095,0.2378237476,0.1312648906,0.2161655891,0.2039781485,0.1579360387
228,0.1339023125,0.1533812849,0.2376306318,0.2017851367,0.1003422343,0.1373645704,0.0925959134,0.226836621,0.2379790784,0.2012938363
229,0.1475029292,0.1813025669,0.2361937996,0.2064326282,0.2655711172,0.1644983857,0.1253236726,0.147551646,0.2997866586,0.1804724956
230,0.1580103346,0.1927860746,0.185209118,0.2414637186,0.163843513,0.1685974148,0.1159975251,0.2264968976,0.2587369989,0.2254759149
231,0.1795068491,0.1473443183,0.2549453774,0.1180528887,0.1551082351,0.1323023449,0.1343965805,0.2245514244,0.1894204132,0.186903556
232,0.158096347,0.0850656977,0.2148647791,0.211166981,0.1848783514,0.1230053503,0.1001827678,0.2106175415,0.2663275392,0.1964980029
233,0.1804935428,0.1816412588,0.169245056,0.2154101571,0.2008904904,0.2106193294,0.1307362809,0.1998673916,0.282435036,0.1967629551
234,0.1181453855,0.1430699357,0.226809818,0.2047346016,0.27712256,0.2203288486,0.1535438284,0.2410046443,0.2796178696,0.1659258749
235,0.1444909751,0.1281929486,0.225154996,0.1960428436,0.2595387969,0.1951796067,0.1603561021,0.2601590953,0.2053704659,0.1929862263
236,0.1689047498,0.1224394862,0.2386059525,0.238587731,0.1951875947,0.2395923575,0.1488098102,0.2439952002,0.2258384914,0.2255005474
237,0.138370767,0.120409279,0.1984362907,0.2027640029,0.1255332581,0.1937367455,0.1660070402,0.2763326134,0.2430708599,0.2017966255
238,0.1756576995,0.1983931091,0.2255728688,0.1772454787,0.1947804094,0.1769321842,0.0889305705,0.2668520702,0.2358917256,0.1548743373
239,0.0751301778,0.1674778079,0.28749126,0.2231703498,0.1784412239,0.2052035369,0.1443476456,0.239729987,0.3050168352,0.1567590134
240,0.1886993203,0.159474695,0.1674745854,0.1775330418,0.221657261,0.1576977389,0.1573038307,0.1936888533,0.2061371733,0.1880761372
241,0.1626887975,0.1646243466,0.2683666498,0.2329516615,0.2337923521,0.1687475373,0.1294073865,0.210253373,0.153262513,0.1668207631
242,0.1543262801,0.1945113797,0.2508339771,0.2793739795,0.1709170549,0.1254200371,0.1401465139,0.2343834372,0.1997705723,0.1768271353
243,0.1844526271,0.2327218879,0.1746901958,0.2602168558,0.2305521609,0.1207530995,0.1645549521,0.2087953066,0.2519433128,0.1175657475
244,0.1618520503,0.2187754573,0.1976823458,0.2304306915,0.1774896487,0.1797700106,0.1566400588,0.2638369047,0.2641257521,0.1364226119
245,0.1579664967,0.1820586859,0.2240074356,0.2627650784,0.1989057537,0.2013435426,0.0908758591,0.2446322553,0.2041492155,0.1856205355
246,0.1483749772,0.2038827921,0.2642902083,0.2218189253,0.2157624707,0.206834701,0.1402813137,0.2644669688,0.2677905415,0.2230602676
247,0.1170203452,0.2005995712,0.2831781491,0.2480438082,0.1938266645,0.1591052204,0.118147545,0.2204606727,0.2739375042,0.1886575628
248,0.1856434703,0.1832014235,0.2249619818,0.1778368071,0.2231062303,0.1806909181,0.0907176092,0.2631783003,0.2711861777,0.1753955061
249,0.1123024165,0.2474673271,0.2129652705,0.225773904,0.196684738,0.206045066,0.1390860206,0.1623983858,0.2485604779,0.1573858665
250,0.1283134657,0.2023894202,0.1726105995,0.2452507478,0.2107673729,0.1293506489,0.1025631114,0.2537602607,0.2056836215,0.2066326862
251,0.1691788366,0.226836621,0.1872981562,0.2797934344,0.2426738259,0.1350457843,0.1124014245,0.2450061621,0.2179140901,0.1734149373
252,0.1467688563,0.1426227649,0.1909516478,0.2906414961,0.2608201749,0.1827005403,0.1514733204,0.1931021646,0.2669241888,0.1738171077
253,0.120116299,0.2114088412,0.1884033679,0.2795063174,0.1639201089,0.1675547884,0.0975214987,0.2457855732,0.2533979615,0.2250937214
254,0.1748122897,0.1795449763,0.2327966878,0.1976339978,0.1272438002,0.1716442227,0.1620620466,0.126259771,0.230733261,0.2182937726
255,0.1860677961,0.1831959585,0.2202593661,0.1806110936,0.2196415024,0.1465296095,0.0889884493,0.2004139776,0.2085858413,0.2108464186
256,0.197413985,0.2142716041,0.1345393811,0.252294484,0.1522227397,0.1529276876,0.1708665128,0.1993917555,0.2342793671,0.1964305707
257,0.1262072555,0.1426700254,0.208873033,0.243790154,0.1760363614,0.1962248974,0.1255457099,0.2201966499,0.1814688236,0.1480701724
258,0.1678424002,0.1757443503,0.201355803,0.2443537193,0.1890563406,0.1652620572,0.128954431,0.2437725886,0.279540537,0.1296520077
259,0.1796390862,0.2115714908,0.2251631837,0.2403115131,0.1924840272,0.172257211,0.1172216498,0.223077494,0.2629946192,0.1991327417
260,0.2249197476,0.1661006115,0.1928773121,0.2578842817,0.2284926567,0.1122382884,0.1491023861,0.2485338058,0.2962267708,0.2060762507
261,0.1230423338,0.2117802163,0.2416059814,0.2736329246,0.1465433934,0.1790256058,0.1647384351,0.2091507224,0.2254432326,0.1928500705
262,0.1960816732,0.183460463,0.2446126928,0.2408450223,0.2707624731,0.1349366821,0.1588031089,0.2150156679,0.1908276064,0.173834676
263,0.2255729581,0.1633765474,0.2625333276,0.1847616661,0.1861491351,0.2034899781,0.1340725496,0.253548365,0.1986636809,0.2133021423
264,0.2070120345,0.1922121858,0.2199451993,0.231885987,0.2547879371,0.1991115528,0.1429940741,0.2193763339,0.251776295,0.2448290202
265,0.1054119613,0.2193721772,0.3015078783,0.2339203352,0.207579383,0.1489992064,0.1995392207,0.2618052815,0.2525126146,0.1837370544
266,0.2464831973,0.1070377332,0.1940852446,0.2443375204,0.2015546492,0.2084133775,0.1500710651,0.2206303576,0.2646665107,0.186430838
267,0.1349129648,0.2321792794,0.2308936966,0.2257699009,0.2420755147,0.1635927099,0.1876337272,0.2412545389,0.1944959576,0.1995407799
268,0.1882212929,0.2358852536,0.2185815359,0.1975159796,0.2381941224,0.1644810744,0.1797238886,0.2199146077,0.15344663,0.1501849041
269,0.1835732783,0.1314308649,0.2123352343,0.2569798839,0.1846921924,0.174877062,0.1287119573,0.1962769765,0.2722371321,0.2247653295
270,0.1827467467,0.273117872,0.2702782762,0.258501939,0.2060019688,0.1505663641,0.1664436962,0.2763326134,0.2140254832,0.1556524519
271,0.1870298193,0.2311937176,0.2254942343,0.2837329858,0.1800275696,0.1894071603,0.1665981299,0.2641449951,0.1985498348,0.1824882662
272,0.2406152747,0.2712195994,0.3156377292,0.2638898689,0.1371136567,0.1495915475,0.2014706087,0.2292197862,0.2239183613,0.2032782427
273,0.1709229917,0.2601170144,0.3104075526,0.1748199926,0.2442078133,0.1733641095,0.1625304015,0.2537275893,0.2242502769,0.1677337419
274,0.1931217262,0.217621198,0.2730423696,0.209705632,0.1781482122,0.1977435237,0.1655213696,0.2110918833,0.2003501253,0.1729331586
275,0.2085121731,0.2331781636,0.1979227305,0.2336179223,0.2332866765,0.1560663849,0.1903862167,0.2410903393,0.2199964434,0.1774616304
276,0.1788198702,0.2520404467,0.2340233687,0.2270722135,0.1836895857,0.0937017526,0.1682911501,0.1910780075,0.2136620344,0.1539697416
277,0.1483395496,0.2169982604,0.2888476024,0.2292403989,0.2341709667,0.1417663315,0.1349401746,0.2399773553,0.2540602692,0.1418742007
278,0.1499407439,0.2327603713,0.1772274674,0.2515309804,0.1953437031,0.1861483375,0.123218528,0.2635931393,0.2406155321,0.1712085164
279,0.2340860039,0.2231348479,0.2248585825,0.2390985823,0.2575746043,0.1255563086,0.1883224124,0.2020306412,0.2288940613,0.2043332647
280,0.2364281772,0.2303723159,0.298784938,0.2692480129,0.2582998775,0.170760578,0.2120336758,0.2686415664,0.2750962824,0.2177132534
281,0.2550350051,0.2876652126,0.283521301,0.2708190631,0.2012158744,0.2026731964,0.1937497452,0.2303833626,0.2537319165,0.1887820534
282,0.181392356,0.2728332041,0.1974888812,0.2579658382,0.2104855463,0.1817236791,0.163854125,0.1912384455,0.2174748332,0.1813303132
283,0.2257172598,0.2243686334,0.2120578733,0.2075610486,0.2065256963,0.1399540536,0.160641047,0.196169159,0.2279661994,0.1974991869
284,0.2003603202,0.2760706096,0.2704373808,0.2369670907,0.1710355458,0.1828245324,0.1676559219,0.2651798126,0.2790839399,0.1433293081
285,0.2257495034,0.184758138,0.1851413437,0.2757079947,0.204662448,0.0942000475,0.1202762718,0.2517583021,0.2399371341,0.2326088951
286,0.2512450195,0.2719639877,0.2301321078,0.1863437819,0.1608390219,0.2015249651,0.1839009205,0.2543697577,0.2080106036,0.2378485786
287,0.1731465514,0.2093661386,0.2462620305,0.2557860408,0.1943058018,0.1522092131,0.1671781382,0.2464265822,0.2616313031,0.1559260633
288,0.1842352557,0.2467234214,0.2747177515,0.2286929657,0.1815196122,0.1827852636,0.0873354397,0.2666039899,0.223959026,0.2007187833
289,0.1981159023,0.2035416586,0.253548365,0.1678496575,0.232360557,0.1777126046,0.2096176882,0.2646581115,0.2541802562,0.1758529792
290,0.1936353121,0.2847542114,0.2524846689,0.2437180399,0.2233047889,0.1714299781,0.1304800538,0.1461841809,0.2804781279,0.1215707999
291,0.1823778234,0.2012517774,0.2310754681,0.2262146075,0.2179357432,0.1783770974,0.1633368667,0.256009913,0.2701403379,0.2417701451
292,0.1932266717,0.2855271257,0.29281829,0.2558835594,0.1989781667,0.1853432875,0.1775066253,0.2131072186,0.2171348779,0.1445557502
293,0.2201694305,0.2763030872,0.2471629135,0.248408812,0.2351485834,0.1481845739,0.1928428374,0.233502423,0.2435896595,0.1995602836
294,0.2525802411,0.163852923,0.2773668418,0.2632134603,0.193357467,0.2447766432,0.2063828861,0.2026205505,0.2475866542,0.2224166497
295,0.1945817335,0.2284768228,0.2360872067,0.2434340265,0.2084338723,0.1519060933,0.1429233289,0.1848211478,0.2739624963,0.1986717882
296,0.2447088177,0.1681110079,0.2815227924,0.1990715215,0.2747522067,0.1794541211,0.1776553789,0.176923567,0.2762416848,0.1750216559
297,0.2655680297,0.2430186892,0.2872831688,0.2439931454,0.241816836,0.1697685915,0.2130778718,0.2729319548,0.2829797052,0.209103324
298,0.1820038084,0.1796611149,0.3045962453,0.2307317486,0.2291908982,0.1605030342,0.196497007,0.2540429505,0.1486043518,0.2079145318
299,0.2060398078,0.2317962444,0.2334123996,0.2607926826,0.2271453216,0.1956266381,0.1804378398,0.2267284787,0.2447088177,0.2246786138
300,0.2133665181,0.1299808249,0.2800897821,0.1983279002,0.2260086228,0.1448956121,0.1887907296,0.2241519798,0.2651589469,0.2017006525
301,0.201177193,0.2802719037,0.2449179425,0.1937575626,0.2596534258,0.2236637327,0.17681094,0.2399095747,0.2582551075,0.1472628235
302,0.2188136737,0.217155853,0.2458986495,0.1888257981,0.2753485772,0.0878687212,0.1666233538,0.1698102526,0.2207251539,0.1467224862
303,0.1661236005,0.26417427,0.1947480089,0.2376741658,0.1688526835,0.1661046451,0.2047154028,0.2000625507,0.1986416462,0.1934193074
304,0.2391508967,0.1493948344,0.2632369908,0.2836958087,0.2244847922,0.184675244,0.1405902444,0.1832783478,0.2256246509,0.1588122104
305,0.2528324857,0.2904768658,0.2519344485,0.1854389997,0.203946351,0.2052921959,0.1105213198,0.2671325378,0.2025621609,0.1796782078
306,0.2720584238,0.1844197922,0.2033187398,0.2838999146,0.2522949152,0.2146239663,0.1695856514,0.1906875962,0.218374397,0.232444739
307,0.1799802152,0.29281829,0.2393315853,0.1975603191,0.2316664356,0.2228665652,0.1503801247,0.2295980369,0.1571536316,0.1277622486
308,0.2001474137,0.2622759974,0.2998890864,0.2737680738,0.1754394317,0.195738725,0.1745470105,0.2091645215,0.2667917856,0.2253843593
309,0.2738532672,0.2543057071,0.2226724684,0.2856775419,0.2207999763,0.1844927457,0.1247192484,0.1598613015,0.2336315417,0.2026414128
310,0.2431288965,0.177092688,0.2521515792,0.2537279739,0.1819749343,0.1418762408,0.1954538345,0.257556948,0.2674426105,0.1609029046
311,0.2438874347,0.2801880883,0.2899517508,0.2658141471,0.2396657761,0.1157290139,0.1559096104,0.2340916007,0.2473500645,0.1612896882
312,0.2470907875,0.1072197473,0.2804781279,0.1719336602,0.2223358337,0.2278829595,0.1458502414,0.2259436292,0.25839516,0.1612558638
313,0.226046767,0.2685868287,0.2934981714,0.2594560777,0.2325301738,0.2073612369,0.1948347325,0.2556543124,0.1651546102,0.2383611314
314,0.2373244476,0.2009280344,0.2408402034,0.2534159412,0.2048062338,0.2425970678,0.1673478657,0.2521890377,0.2709702542,0.2164756067
315,0.2349602196,0.2751590757,0.2457001616,0.2028921932,0.2889259853,0.1894620341,0.1907987077,0.1523221812,0.2980484666,0.2002516813
316,0.2231945966,0.2534823197,0.2962267708,0.2647689735,0.2331184253,0.1697580771,0.2110183019,0.1811339683,0.2254063885,0.1856914687
317,0.2522226579,0.2444717144,0.2118642898,0.2848095577,0.2491885469,0.1674539985,0.170757392,0.2513885944,0.1897969691,0.2218691883
318,0.2243729388,0.2512909546,0.2703072667,0.2214127159,0.21134373,0.1518212663,0.1755735825,0.1632978713,0.2175313535,0.1278693993
319,0.107063237,0.2840932778,0.2962777017,0.265692456,0.2244713088,0.1724553007,0.2375202169,0.2549908054,0.2124009829,0.1605140154
320,0.1911609514,0.1681674138,0.25191011,0.216474139,0.2361832845,0.1894295045,0.1976404648,0.2493831976,0.2740549273,0.1491434494
321,0.2456738723,0.2356886533,0.2791926729,0.2795331384,0.2181797999,0.1727073937,0.1279428336,0.2853518444,0.2167083262,0.1929136004
322,0.2154948268,0.2311335592,0.2857153078,0.2429855073,0.2505954809,0.2136156188,0.1565079555,0.2482242988,0.2196303979,0.1846492712
323,0.2448888509,0.2600861633,0.2881640439,0.2248420078,0.1953722893,0.157303872,0.1591584392,0.2256977661,0.2578838058,0.18641129
324,0.1579217139,0.2104459992,0.2486578538,0.2598382986,0.2296065619,0.1825864158,0.1421669431,0.235272102,0.2762416848,0.1830788381
325,0.2172615005,0.2479863504,0.1970682913,0.2609965733,0.2326105067,0.1924908572,0.2315139472,0.1893211068,0.2253572967,0.1922226694
326,0.2355797001,0.1924396222,0.2023507499,0.2109042426,0.2605898638,0.1759900625,0.2162808908,0.2230823128,0.2872419147,0.1685388868
327,0.2251575433,0.1600140222,0.3104075526,0.1857735325,0.2379799719,0.1870573352,0.1541118531,0.1938377292,0.2940211891,0.1825864419
328,0.1847590418,0.2557750899,0.3104075526,0.2468227947,0.218917615,0.1724082294,0.1731864367,0.2154012624,0.2175250732,0.16028205
329,0.2436173998,0.2075578921,0.1738104867,0.2421944877,0.2234392131,0.2009644786,0.2025040013,0.2231740045,0.2872419147,0.2105225685
330,0.2313253107,0.2295778808,0.2659090003,0.2594378362,0.2181422877,0.2134196471,0.1938110221,0.2225474618,0.2425751437,0.2227447304
331,0.2083427809,0.2777278771,0.2722942562,0.2002105586,0.1794028564,0.1612449262,0.1666004023,0.2620846719,0.2221197267,0.1746342445
332,0.2517352217,0.1745660086,0.2934981714,0.2322263985,0.2595942952,0.1658015112,0.2195737208,0.1894602335,0.2318758384,0.2444566236
333,0.167730394,0.2669861059,0.2498350399,0.238764358,0.2374751801,0.1805891287,0.2028042242,0.1967211172,0.2440678439,0.204098368
334,0.2522545436,0.2413382309,0.3050168352,0.2412626463,0.2292224156,0.2075367765,0.2097371035,0.2701403379,0.2621358584,0.2365633732
335,0.2175262976,0.270146742,0.2244771275,0.2370210998,0.2600028398,0.1896676525,0.1598581934,0.2887451746,0.240283861,0.1771646221
336,0.1920965037,0.2738065623,0.2882098818,0.2134519673,0.2516489587,0.1600309055,0.2419512751,0.2398532127,0.227119555,0.2149794115
337,0.2649931278,0.2587473626,0.2730681361,0.2308328472,0.2720349414,0.2191035711,0.1950163875,0.157273679,0.2701015156,0.2526265682
338,0.1804953016,0.2048811128,0.2909965942,0.2540053214,0.2480380237,0.163837844,0.1886868405,0.2644484587,0.2647099987,0.1809158256
339,0.256003688,0.2491032098,0.2161171415,0.29347652,0.2048055334,0.1000233563,0.2404977511,0.2375038468,0.2530114458,0.2062702823
340,0.1578785284,0.2051898872,0.270840433,0.1909903796,0.238687646,0.1913782258,0.2301887683,0.2562153449,0.2365732009,0.2413029438
341,0.1765261201,0.2266724192,0.2968007194,0.2637752399,0.2563231425,0.1976944736,0.1842031576,0.2722124785,0.2739375042,0.1164363026
342,0.2002409828,0.2689388868,0.2882463434,0.2204320435,0.2280417018,0.1793518808,0.2268583032,0.2489556914,0.1915676572,0.2365264834
343,0.2222016375,0.256859788,0.2925642763,0.2171432079,0.2795688364,0.1850157027,0.1292540629,0.2150720139,0.25002801,0.1732353052
344,0.2028142973,0.2438416538,0.2095243917,0.2084304864,0.2330936466,0.1815851853,0.1748626109,0.2799672496,0.2479996238,0.1852370219
345,0.1890055653,0.2777278771,0.2739624963,0.1607755508,0.1834573183,0.1642614326,0.2327742248,0.2475956674,0.2349733589,0.186947107
346,0.172410448,0.2748242209,0.2587153928,0.2437320885,0.2320429592,0.2358314195,0.225100833,0.27939924,0.2486075638,0.1777839492
347,0.1377902444,0.2816799526,0.2597598099,0.2121444845,0.2392919725,0.1696019411,0.1952470018,0.2358542314,0.2719382212,0.2196235236
348,0.1941401403,0.2699194992,0.2320307998,0.2537274896,0.2559804128,0.1970597181,0.2316811406,0.2147644651,0.2798015727,0.1652113859
349,0.2656876372,0.2298269233,0.2522751263,0.279540537,0.2744605963,0.1450607527,0.1674328949,0.1849896448,0.2352178386,0.1872114617
350,0.1936434349,0.2333180375,0.3073191856,0.248239947,0.1776674006,0.2212544976,0.2166641725,0.2323097465,0.2809075897,0.2470907875
351,0.2087727875,0.2320307998,0.2661269139,0.2291629609,0.1731406109,0.2055525125,0.2086008119,0.2018022006,0.2126235812,0.1839230728
352,0.2113248778,0.227919639,0.2097719841,0.2727354961,0.2379788469,0.2089090319,0.1561381307,0.2256538311,0.2829338673,0.2484654892
353,0.1905558477,0.2426335058,0.2935547614,0.2757514826,0.225291125,0.2175183568,0.2038730569,0.2469016467,0.2339630694,0.1527290983
354,0.2067266964,0.2471495382,0.227238771,0.2246903379,0.2277384819,0.1581291771,0.2011221002,0.2397252632,0.2895882874,0.1677786463
355,0.2290027626,0.2469337908,0.2815227924,0.2405881237,0.2464614176,0.1824865288,0.1747166815,0.2084300582,0.220897065,0.2553358132
356,0.1938253593,0.2687324024,0.2845545694,0.2395174864,0.2402129244,0.2195586856,0.232360557,0.2712805281,0.1840375771,0.2194328018
357,0.2119104278,0.2723846765,0.2405682746,0.2241468477,0.2670218967,0.1989140257,0.2300980515,0.2171409505,0.2178385719,0.2556478738
358,0.2213718603,0.2573692292,0.2211394981,0.2238378393,0.2363612106,0.2257380334,0.2272682651,0.2442743598,0.2068025533,0.2392555085
359,0.195409185,0.2375439969,0.2883245848,0.2867816903,0.2962777017,0.169415836,0.1845752296,0.2524303151,0.2705407924,0.24086224
360,0.2212917996,0.2403111448,0.2632369908,0.2459123847,0.1836084563,0.1930422746,0.2059412456,0.2518765729,0.2320786015,0.2140250409
361,0.2022785626,0.2557374247,0.2650077557,0.2542346983,0.2246295328,0.22689091,0.1613936478,0.2627911912,0.2344018996,0.2302695504
362,0.1909113069,0.1390906903,0.3045396554,0.2722371321,0.3156377292,0.2348971522,0.1524234247,0.2320789269,0.2955225292,0.2161143833
363,0.2383237959,0.1597856098,0.2408966416,0.2622491283,0.2704917799,0.2467740649,0.192607387,0.1717370496,0.1880234064,0.2425599816
364,0.2553868382,0.2438365038,0.2202858771,0.223868233,0.3019032274,0.2376163699,0.2007755196,0.2233233583,0.2801880883,0.2064240622
365,0.1519163373,0.1914272078,0.1745645788,0.2577187467,0.2272884311,0.2082707643,0.1407203049,0.231269605,0.2774426551,0.0879070098
366,0.2547823346,0.1765962718,0.2385847436,0.2574859679,0.2535263252,0.2009438293,0.2128955275,0.2616940122,0.1452092063,0.2558852744
367,0.1888121127,0.2602345565,0.2138928465,0.2014416749,0.2677726581,0.1787348045,0.183555293,0.1915646321,0.1845339614,0.1837107291
368,0.2076040493,0.1908102701,0.2887910125,0.1900421448,0.2513837445,0.2343868345,0.2144017486,0.2071355561,0.2734395614,0.2371637432
369,0.1764045831,0.2226984558,0.1445167487,0.2579639435,0.2576679066,0.1663870329,0.1978325492,0.2435681504,0.2031482623,0.2036734644
370,0.2143631543,0.2102327722,0.2846111594,0.213034766,0.3019032274,0.243055378,0.1863861665,0.2455307463,0.2468423219,0.2564639198
371,0.1927319711,0.2579967038,0.2501164297,0.2837769801,0.2814788647,0.1884066944,0.1887699057,0.2448005473,0.2823985744,0.2235920469
372,0.1773098025,0.2596004616,0.3155811393,0.2237087857,0.194621528,0.2338360003,0.2204347429,0.2133702696,0.2939753512,0.1912907884
373,0.1564310602,0.2344544302,0.2643411392,0.2492458766,0.2477535829,0.2392415378,0.1779651176,0.1515973762,0.2915196118,0.2154918849
374,0.1331568205,0.2419193616,0.2524438002,0.2627123994,0.3108281425,0.2275688955,0.2350287443,0.1470056015,0.1999859898,0.1972499253
375,0.2268926725,0.2293128149,0.2284804032,0.2558021275,0.2556478738,0.1567010571,0.2371058555,0.1498379213,0.2479620799,0.2409147764
376,0.2219731194,0.257460266,0.2236045736,0.2153031442,0.2901254238,0.2188706446,0.1663739532,0.2239054688,0.2782725462,0.225283211
377,0.1800820622,0.2587581762,0.3104075526,0.2794353818,0.2366282035,0.1656844872,0.2180595849,0.2314230187,0.1620023548,0.2356710168
378,0.2853199587,0.2416963621,0.2652511318,0.2685237067,0.2337643175,0.2299557764,0.1974689905,0.1792735821,0.212312667,0.2162647204
379,0.2088812837,0.1673611369,0.3045396554,0.2517057369,0.2031145897,0.2230128531,0.1401412545,0.2117930176,0.2881111311,0.268069607
380,0.2363191298,0.2018726329,0.2756109674,0.2421048934,0.2774673087,0.154020618,0.1812550527,0.1560719872,0.288484139,0.234340341
381,0.224355335,0.2108287179,0.2531534418,0.2589227265,0.2279773346,0.2109515367,0.1725793273,0.2518545364,0.2059430836,0.1694109861
382,0.2132932589,0.219492912,0.2824566875,0.2847564121,0.232502883,0.1713276807,0.2106470252,0.2546525134,0.2892681923,0.1344726891
383,0.1616477775,0.2546980926,0.2162982196,0.2296938904,0.2783480486,0.1772336817,0.2290569086,0.2245616643,0.2441614405,0.2527053184
384,0.1946906899,0.2517141957,0.2177007772,0.2751672361,0.2632688765,0.2096363852,0.2122973025,0.2774673087,0.2620679063,0.1727380508
