Episodes;Reward;Reward;Reward;Reward;Reward;Reward;Reward;Reward;Reward;Reward
190;0.109209612;0.2295920995;0.3329297972;0.2389448317;0.1346069762;0.1898868157;0.1739503033;0.2272799747;0.1274228864;0.206243389
191;0.1522629892;0.1468281313;0.3260143415;0.1826500946;0.0914384365;0.217470867;0.1201315423;0.1613864399;0.1306107421;0.2690121638
192;0.1318091493;0.2331084496;0.2578842817;0.2671544999;0.0580436078;0.2468427978;0.1552709869;0.2462374592;0.0738007628;0.2190082206
193;0.1417872362;0.2042166532;0.3218883133;0.1008478394;0.1339275873;0.1975244238;0.1655784268;0.2168174035;0.1645052896;0.2329065377
194;0.148013946;0.1372621405;0.2501603574;0.2496181156;0.1340057355;0.2631275795;0.2326385342;0.1731028722;0.0823763654;0.2384781128
195;0.0913519855;0.1708775525;0.2266409861;0.2131557617;0.1195730534;0.1841997491;0.1576937149;0.2284965946;0.1174248203;0.2129659103
196;0.1726622803;0.1583312227;0.2447039995;0.2284336887;0.1619199616;0.1959301346;0.1799879272;0.2594185932;0.1243723384;0.152288478
197;0.1331705434;0.2673916795;0.2800712492;0.2698932568;0.0647804393;0.201094871;0.1898898159;0.1856627328;0.1346315465;0.2629838057
198;0.0989405067;0.2020687214;0.2908617434;0.1983751952;0.1153193497;0.2402035355;0.089405785;0.2299980963;0.1176927978;0.183026933
199;0.1440594996;0.190268126;0.3207841649;0.214050151;0.114952352;0.2646862543;0.175571155;0.2070871276;0.1198839783;0.2309688506
200;0.12371177;0.2163129772;0.2809816592;0.1858272258;0.0762726967;0.2033756928;0.1561870199;0.1865290659;0.1057281551;0.1403089268
201;0.0969301298;0.2069790971;0.2738688996;0.1322961148;0.1018796994;0.1983186347;0.2198805585;0.1499146646;0.127089526;0.2489710273
202;0.1453620204;0.1710123291;0.3376369562;0.2130261035;0.0999124776;0.2147681485;0.1240430322;0.1567165242;0.1031187076;0.2296109997
203;0.1602019235;0.1881020566;0.2238678047;0.2219586118;0.1221525561;0.2106043165;0.1170625737;0.2309771255;0.1101444916;0.2336834885
204;0.1532356421;0.2357905921;0.2888476024;0.2428364606;0.1035373133;0.2301332701;0.2069320793;0.1998937409;0.0643601641;0.2291487786
205;0.1256769904;0.1794111707;0.228857747;0.2268942627;0.0986509429;0.2378666681;0.1603463932;0.2181302391;0.1064604028;0.2749935766
206;0.1393177134;0.1723011372;0.2456710034;0.2055030902;0.0936230547;0.2546817346;0.1966112994;0.2018996315;0.1433490859;0.2364189712
207;0.151977119;0.1389552211;0.2866253004;0.2715346836;0.1034155246;0.2273957412;0.1726048293;0.2218594528;0.1594487643;0.137171767
208;0.1605102342;0.111736658;0.298728348;0.1263811479;0.1465264735;0.2396118988;0.1096426886;0.1678118946;0.10967383;0.2307365311
209;0.0825428508;0.2197185409;0.2755475919;0.1482551368;0.0947420062;0.2375847547;0.1879660463;0.2337239908;0.0659697913;0.2276977974
210;0.1440587832;0.1685503839;0.3265954722;0.1852968787;0.0899287546;0.2293893364;0.1583851696;0.2254754358;0.1353105314;0.2194343052
211;0.1425784375;0.1977686697;0.2887910125;0.1759107961;0.1105597563;0.246618904;0.1382614734;0.1623455381;0.1345953441;0.2189184917
212;0.110118424;0.2035269184;0.3066103863;0.1938413893;0.1148357227;0.2285931875;0.1250290976;0.1632579808;0.1434028349;0.179542399
213;0.1423614274;0.1373417428;0.255562506;0.1787159904;0.0509846255;0.2491234966;0.1738772345;0.1718916415;0.1009379461;0.1667602979
214;0.1078152257;0.2628228143;0.2902806127;0.2248693291;0.1410719441;0.2215920811;0.1885461979;0.1780487851;0.0903293699;0.205419239
215;0.1145808291;0.1926654743;0.2401056861;0.2492192761;0.0956007873;0.2485188141;0.1367208239;0.2327487698;0.1439908473;0.1772921014
216;0.1351070091;0.1817965014;0.3329297972;0.122606754;0.1026945041;0.2278317483;0.1448189092;0.1882953665;0.1598641793;0.2334818182
217;0.1285579036;0.2256558574;0.3080277642;0.2178880092;0.0843104791;0.1677834117;0.1465733808;0.2512732539;0.1225109509;0.2088076379
218;0.1296510733;0.1576657459;0.2730989595;0.1805050023;0.1296013499;0.2074253617;0.118950891;0.1840394528;0.0587456158;0.2200988832
219;0.057488901;0.1912828906;0.2976667843;0.2323547023;0.1055785908;0.2438140442;0.0982972071;0.1955222004;0.0988534305;0.2150142803
220;0.1116611904;0.2552521929;0.3176518702;0.2471010787;0.0825005194;0.2666863932;0.1629874777;0.2496626002;0.0883212268;0.252645255
221;0.1062596824;0.2604574606;0.3104075526;0.263678315;0.1260343586;0.2345768871;0.1480481545;0.2137427435;0.1411047719;0.2700986884
222;0.1244212103;0.2372665558;0.3045396554;0.2225559608;0.1037627016;0.2025552425;0.1876053895;0.1789952324;0.1228920684;0.249709551
223;0.0743574287;0.187209262;0.2744605963;0.2283330485;0.1488304161;0.2469592489;0.1782819934;0.2111844296;0.1199375237;0.2615539597
224;0.1496813732;0.2080805004;0.2578023457;0.17585368;0.126582179;0.2738065623;0.1535417012;0.1718472554;0.1315458891;0.1820136705
225;0.1279600121;0.2072549036;0.2458183003;0.2534069748;0.1234439974;0.238293554;0.1377833161;0.2114064741;0.1762407654;0.214334142
226;0.169986641;0.1943748625;0.305035522;0.1411984128;0.0673908005;0.2445108734;0.1683986084;0.272479817;0.0756370271;0.183591273
227;0.1655011619;0.157288242;0.2882664717;0.1955534765;0.1366800106;0.2224264851;0.1995134602;0.2399419576;0.1777740062;0.2433119492
228;0.1631806083;0.2408450223;0.2930944761;0.1521083186;0.1066477143;0.2396826366;0.1996824059;0.2699288991;0.0258872327;0.1871258516
229;0.1454685676;0.1921130922;0.3265954722;0.2353891881;0.0662398805;0.2737129286;0.1619223645;0.1610240324;0.1640174216;0.2130669461
230;0.1528825256;0.2522273925;0.257028123;0.208126353;0.1511525261;0.1847095721;0.2129816674;0.2592178183;0.1419642054;0.2161428441
231;0.1671998981;0.1278615728;0.273962579;0.2310169036;0.0404440141;0.2993660687;0.2055460553;0.2359509974;0.175562209;0.2642873811
232;0.1512705664;0.1482554997;0.2490632122;0.2327966878;0.1039882837;0.2328918508;0.1848164442;0.2464831719;0.1503625138;0.2118907686
233;0.1145123653;0.2795238828;0.3318256488;0.2437866625;0.1304899322;0.1979013153;0.2005119178;0.2471248846;0.1477542713;0.2090218864
234;0.1477341694;0.2128706104;0.2777278771;0.1937075485;0.0475742815;0.2463424533;0.20749991;0.214989472;0.1752528022;0.2023801264
235;0.1602294956;0.2141064191;0.2569056818;0.252885261;0.1210661705;0.2623980774;0.1787653167;0.2471746029;0.1253023936;0.2143237684
236;0.1599655836;0.2309524605;0.2802719037;0.1784899649;0.1122655488;0.2132757032;0.1818918219;0.2790839399;0.1426680553;0.212460277
237;0.1157011537;0.1508866798;0.2955689024;0.1823014103;0.1112616893;0.2517105681;0.146037832;0.2469758017;0.0886279001;0.2492386674
238;0.1151759981;0.2158336968;0.3370558254;0.2180221549;0.1015263834;0.2167727627;0.1616661149;0.232333394;0.1227654571;0.2123967853
239;0.1728058897;0.2134671023;0.2938539856;0.2065898498;0.1106525352;0.2551490426;0.2082331006;0.2217071861;0.1346209786;0.1563525699
240;0.1433827544;0.091498708;0.3428671328;0.1807427287;0.1213486695;0.2468314879;0.1983320759;0.1795878093;0.0654103718;0.1891607327
241;0.1651661404;0.1533243671;0.2531921344;0.2882098818;0.1357193397;0.2670451719;0.1852515365;0.2468102701;0.0953443453;0.2217091489
242;0.1841984186;0.1607240656;0.2504809244;0.2688316931;0.1459705842;0.257366993;0.1422579123;0.2705309775;0.1266509604;0.2410637222
243;0.0930265695;0.2169794726;0.3102656986;0.221763979;0.0876835263;0.2517340374;0.2086329221;0.19134903;0.1349656071;0.2015964712
244;0.1594341486;0.204377075;0.1400406181;0.198412427;0.0918326166;0.2604622794;0.1805886552;0.1440944723;0.1218459582;0.1785790601
245;0.1438613331;0.2719382212;0.2601046962;0.2578992934;0.1123612868;0.2057917843;0.1842504672;0.3045125044;0.1445119977;0.236182373
246;0.1686885375;0.2271231444;0.3376369562;0.2573690936;0.1720785999;0.2592657828;0.2196884652;0.2360052533;0.122959873;0.2114320078
247;0.1074723129;0.2608765239;0.3218883133;0.2684990531;0.113436049;0.2093638086;0.1809867933;0.2538686774;0.1097423238;0.2042309835
248;0.1152899885;0.1756735549;0.2887638615;0.2017650781;0.150055562;0.2192893535;0.1911265827;0.2366379244;0.1108950765;0.2029017178
249;0.1830914062;0.1596831213;0.2405331782;0.2640252435;0.0927176286;0.2523776285;0.1672766384;0.2526518914;0.157371879;0.2361331189
250;0.1591440905;0.1982092972;0.3045962453;0.1981967075;0.1027492206;0.2397359033;0.2223404547;0.2496002991;0.0942418736;0.226902003
251;0.1720841294;0.1753897283;0.2798015727;0.2749304634;0.1098256371;0.2705407924;0.2027267955;0.29609192;0.1166868052;0.1765496944
252;0.1608796137;0.187970655;0.2776590627;0.237026421;0.1142230223;0.2471536827;0.1807926535;0.1915088347;0.13082145;0.251067931
253;0.1585061029;0.2120498163;0.2509198668;0.1939398357;0.1495360647;0.2247998144;0.155579366;0.2194299378;0.1000480355;0.215747495
254;0.1727752758;0.2337563494;0.183466147;0.2500655042;0.1314654413;0.2542201193;0.1630835426;0.2478054556;0.1068970043;0.2175339081
255;0.1367077287;0.277666066;0.3329297972;0.2396222273;0.0942619484;0.2501333147;0.2039257154;0.239185921;0.0874016733;0.2323986966
256;0.1525147359;0.1990013792;0.2512213786;0.2644959594;0.1060800714;0.2194317781;0.1976279853;0.1848565689;0.1047367587;0.188173708
257;0.1399672354;0.1688688638;0.2541480445;0.1764678596;0.1374164844;0.222942385;0.2079951557;0.2095123512;0.1172958198;0.2014766998
258;0.1678786695;0.266624582;0.2653278695;0.2594894935;0.0885034004;0.2532809685;0.1941926616;0.2589083628;0.115660945;0.2519433128
259;0.1798294332;0.1743073165;0.3265954722;0.2411261301;0.0785410032;0.2338991682;0.1858725611;0.2037145516;0.1027551918;0.1955482552
260;0.1564275957;0.2059365189;0.2324286438;0.1705625946;0.1012383248;0.2471189517;0.1833393704;0.2697725091;0.1536631331;0.2356773716
261;0.1248574436;0.2424645026;0.2908617434;0.2450077286;0.1212813618;0.2091922507;0.1834720197;0.209833657;0.1477646977;0.1976780908
262;0.1744440195;0.2207868538;0.3260143415;0.2281365638;0.1462696076;0.2531902439;0.1868357189;0.2619330555;0.1495386721;0.2465197669
263;0.1787696217;0.2262623715;0.2239986351;0.300799079;0.1202012614;0.1650792325;0.0770086762;0.1904982415;0.1279751724;0.2623148896
264;0.1269620751;0.2641877805;0.265692456;0.2349320994;0.1473444575;0.2329912665;0.1602776665;0.2494407649;0.1524948494;0.1944949769
265;0.1552788816;0.2195143659;0.3104075526;0.2001007801;0.1175253449;0.2186263319;0.1560555204;0.2361671416;0.1572785053;0.2002780156
266;0.1903901146;0.2390829951;0.2781053427;0.1659657777;0.1790354932;0.22285459;0.1773352465;0.2548559867;0.1731693215;0.2687600887
267;0.1519419699;0.2887638615;0.2636575807;0.2186211844;0.1854346279;0.2146224228;0.2158018802;0.2332866765;0.1838065937;0.246699677
268;0.1815796402;0.2601170144;0.3129447113;0.2291715991;0.1587709224;0.2437902537;0.201197586;0.2355423117;0.1425101409;0.2861377663
269;0.1473392984;0.2162495816;0.2305287986;0.2763326134;0.1353984958;0.2485472614;0.2084183648;0.1855609694;0.0944018539;0.1965106437
270;0.1575561206;0.2516306203;0.2904154634;0.2086496544;0.1837384076;0.2433524209;0.193819947;0.2606788237;0.1694373496;0.2544188712
271;0.1626448776;0.2593457708;0.290989412;0.2336596845;0.1793489853;0.1945436839;0.1945746278;0.1699706652;0.1555600161;0.2728332041
272;0.1552377922;0.2430787552;0.2523706086;0.2229063872;0.1529681738;0.2201136448;0.2469977486;0.29609192;0.1511300087;0.1924371816
273;0.1677204729;0.2178676493;0.3271184899;0.2674426105;0.0904509414;0.2212723363;0.1970994592;0.2192158546;0.1447790788;0.2488651418
274;0.1399748584;0.1994884;0.3112594322;0.3067380549;0.1398507938;0.2511246062;0.1468465841;0.1841293461;0.1001601194;0.2281591788
275;0.1578886219;0.1823392886;0.3265954722;0.298784938;0.1845912382;0.1748108722;0.1725813007;0.241969577;0.111018405;0.2065320846
276;0.1665961982;0.253905806;0.309742681;0.2196434999;0.1527369334;0.2426879113;0.1835644686;0.2052068141;0.1650398848;0.1935756624
277;0.1608138075;0.2912611264;0.2674426105;0.2959367312;0.11460283;0.2653163399;0.2211306932;0.2107100644;0.1826276356;0.2599745821
278;0.171049799;0.2543333864;0.3207841649;0.247060086;0.163159293;0.2517979464;0.2111549603;0.2446845142;0.1308471877;0.2385139226
279;0.1698089183;0.2037511557;0.3027975876;0.2447042367;0.1490755332;0.2155444627;0.1038434455;0.2211849146;0.0796391761;0.2279735209
280;0.1318841236;0.2913847611;0.2191815025;0.25428905;0.1656709292;0.199150673;0.1906467851;0.2336414429;0.1055333052;0.2258297482
281;0.1853133303;0.2766126011;0.2914888493;0.2019979816;0.1811893988;0.2602168558;0.1921790647;0.2422396385;0.1598083425;0.2265986655
282;0.1963292882;0.2798662346;0.254307458;0.2998053454;0.1805471517;0.1936465456;0.2001918113;0.2348709008;0.1918822068;0.224794243
283;0.1456857722;0.3118405629;0.2955107893;0.2652911294;0.2116735021;0.2644484587;0.1665916146;0.1481100144;0.1147538299;0.2483042869
284;0.185064827;0.2219094854;0.2949877716;0.2313679112;0.1376252626;0.2138959673;0.1865094569;0.2221015596;0.131342242;0.2992055278
285;0.1352957682;0.2711276472;0.3176518702;0.2220476264;0.1581045514;0.2687663917;0.2140759464;0.2547726632;0.1478152826;0.2258386517
286;0.1832879638;0.2489330982;0.2433508844;0.2542201193;0.1373101604;0.2308373159;0.2045163718;0.2357112396;0.1655527573;0.2887451746
287;0.2085068202;0.18834852;0.2296116753;0.2277161947;0.143392496;0.2455860313;0.1959409614;0.2234477784;0.1504806101;0.2858825566
288;0.1804171184;0.2846744085;0.3073191856;0.2756774131;0.1526949666;0.1776567802;0.2281326611;0.2315728359;0.1602843624;0.2083268584
289;0.077436563;0.2647908874;0.2166046781;0.2545474025;0.1160059445;0.2233673893;0.1544986412;0.2381646284;0.1096493557;0.2106697923
290;0.1666514255;0.3045962453;0.2629487814;0.2770011943;0.206822728;0.248141111;0.2021362788;0.3019032274;0.1510251902;0.2473658155
291;0.1692968811;0.2699288991;0.3376369562;0.2620679063;0.1815303695;0.2515864833;0.1938634157;0.2026201573;0.16612991;0.2692104627
292;0.1324939522;0.2193974303;0.255944622;0.3045962453;0.2228536261;0.2604931997;0.1877560421;0.2539876417;0.1715629203;0.2340916007
293;0.180162756;0.2702798943;0.1610218143;0.2205896259;0.1864589538;0.2882463434;0.2156176999;0.2299335405;0.165963187;0.2614562165
294;0.1969736943;0.3015078783;0.2568597842;0.29609192;0.2128471775;0.2196207793;0.2416974754;0.2613210042;0.1896483674;0.2773690231
295;0.1849409873;0.2178473174;0.2547326656;0.2636762676;0.1998323909;0.2336221999;0.2140258045;0.2618904708;0.1581777341;0.2691466044
296;0.1514452855;0.1999266483;0.298701197;0.2742761408;0.1788550505;0.2137819326;0.1524053854;0.2660281632;0.1531744761;0.2544288237
297;0.1450358475;0.2859447963;0.2787161111;0.2149553806;0.1495920713;0.2670660428;0.1690080702;0.23756578;0.2064392669;0.2410924545
298;0.1286692143;0.2850504361;0.2762004308;0.2969862802;0.1882897834;0.2713935521;0.2027952025;0.2531534418;0.1596136249;0.2620266522
299;0.1763196007;0.2741690634;0.2535969151;0.2353713761;0.1723569718;0.1742758402;0.2121623696;0.1844006118;0.1549651286;0.3038597739
300;0.179179969;0.2695126253;0.241256753;0.2549162261;0.1938870747;0.2638251884;0.2378262719;0.2498810199;0.0712614114;0.2748410726
301;0.1513235628;0.2573181626;0.3155539883;0.300799079;0.1746565272;0.2774673087;0.1883892065;0.1940341673;0.0423712216;0.1985089282
302;0.1762831068;0.2664392001;0.29281829;0.2851852868;0.1925276329;0.2223663174;0.205605334;0.214195443;0.0644654662;0.2275858598
303;0.1822965147;0.2059211771;0.3003283631;0.3080277642;0.1541796853;0.240342411;0.2002634005;0.2305451732;0.0878793407;0.2154001003
304;0.1523981627;0.2493708428;0.2785468035;0.3014639506;0.1984741456;0.267506174;0.2537202452;0.1999509551;0.1167747326;0.253932957
305;0.1952726356;0.2489556914;0.2030713503;0.2398138631;0.1397914153;0.2611956482;0.1307667598;0.2151150525;0.1045023167;0.2782267084
306;0.1492071391;0.287148318;0.3138390715;0.2957158925;0.181655573;0.2048205637;0.2137530113;0.2140365542;0.1382765966;0.2901254238
307;0.1785661225;0.28156279;0.2577104665;0.2880426782;0.1601099393;0.2120590607;0.2416737541;0.2510264223;0.109619475;0.2340044611
308;0.1552670991;0.2081312626;0.2391398313;0.1975348171;0.1452255605;0.2811401724;0.2060832231;0.2361065108;0.1327480535;0.1655172031
309;0.1447664103;0.2333398102;0.2520214652;0.2409710897;0.1421656532;0.2216085589;0.1888688009;0.2305587534;0.1684649161;0.2732726326
310;0.2031663158;0.2354858706;0.3045962453;0.3045125044;0.1398044443;0.2587581762;0.2709515674;0.2976667843;0.1444971129;0.2730681361
311;0.22401144;0.2962267708;0.278799852;0.2762926158;0.0944208701;0.235782627;0.204318378;0.2014101024;0.1411913558;0.2595554511
312;0.1784058214;0.2160058298;0.2998053454;0.3066103863;0.1746666487;0.2393545618;0.1670881098;0.2453087117;0.1843599318;0.2959367312
313;0.1756600175;0.2689257657;0.2914888493;0.2423419123;0.1586549082;0.2471536827;0.1840006306;0.2466772628;0.1399586292;0.2528168308
314;0.1418830713;0.2266379992;0.3104075526;0.287148318;0.1744919703;0.2286058491;0.1642147446;0.1741594819;0.1363537018;0.2115926536
315;0.2005220762;0.2892681923;0.298728348;0.3045125044;0.1521269591;0.2632369908;0.1966596152;0.2411285573;0.1418059422;0.2439265085
316;0.1551490453;0.2792508687;0.283521301;0.309742681;0.1774468759;0.1541733846;0.1393904393;0.1807712588;0.1455464959;0.2091474511
317;0.1816653389;0.3228820468;0.2223382762;0.2710330475;0.1869639884;0.1902841162;0.2114115176;0.2309744531;0.105679394;0.2265891478
318;0.2014424575;0.2792508687;0.3318256488;0.3015078783;0.1690113365;0.2196364553;0.1394104086;0.1705700977;0.1241443971;0.2624818184
319;0.0835407997;0.2427916197;0.3265954722;0.2789997029;0.1824051284;0.1749393363;0.2190646634;0.1114020295;0.1580214999;0.2356629483
320;0.2138264752;0.2935547614;0.3218883133;0.3286933542;0.1595801876;0.2097674109;0.1761346874;0.2412210097;0.1451476338;0.2716313477
321;0.1628054257;0.3271184899;0.1927257612;0.2798202595;0.1502212385;0.2486437145;0.1435462648;0.2343483005;0.0993362364;0.2469508428
322;0.1379440176;0.2700561009;0.2611956482;0.3218883133;0.191637866;0.2126493998;0.159122038;0.1803972125;0.1632950299;0.2303832736
323;0.1494455254;0.2777874316;0.2059691586;0.2902806127;0.1975282238;0.1979002111;0.2075946077;0.2708766575;0.1142178287;0.1813275279
324;0.2248034605;0.2526160968;0.2331414196;0.3066103863;0.1611503661;0.2689257657;0.1468742071;0.2577214173;0.1878296621;0.2183123606
325;0.198318637;0.1885386622;0.2787432621;0.2566802432;0.1746377931;0.2460072865;0.2419235888;0.239553711;0.120645952;0.2995256229
326;0.1615108681;0.3176518702;0.3002179482;0.2870489447;0.1639458169;0.2471223417;0.2322622714;0.19914509;0.1491190501;0.2992055278
327;0.1985403762;0.2938539856;0.2784709902;0.181421648;0.1470674592;0.0854099612;0.2403308299;0.2007716221;0.0898941769;0.2942954463
328;0.1809668467;0.3055585397;0.2464361389;0.2588874151;0.1819666797;0.2297763622;0.2222774508;0.2527161906;0.1518376643;0.2341783521
329;0.1747177211;0.3260143415;0.309769832;0.3066103863;0.1588825517;0.2331408476;0.2276131612;0.1924328234;0.0689842846;0.2830054717
330;0.0933484343;0.2018142276;0.2971960684;0.2861545845;0.1627294885;0.2231087551;0.2195795853;0.2760642494;0.1191907527;0.2840380157
331;0.206332606;0.2976667843;0.316077006;0.2714152036;0.1402825298;0.2623369261;0.2608780504;0.2629946192;0.1359605327;0.2485734423
332;0.1605805252;0.3260143415;0.3176518702;0.214996488;0.1754847113;0.2158495598;0.2739902653;0.2658336334;0.0831483036;0.2456065874
333;0.1887678881;0.2525721691;0.2998890864;0.2803432771;0.084277377;0.2581366746;0.2092744504;0.2560492125;0.1220241428;0.2368147524
334;0.2241008212;0.2472473681;0.300799079;0.3155539883;0.1857886216;0.2336627528;0.1544609824;0.2715345259;0.1464585676;0.2425296545
335;0.1688320718;0.3228820468;0.2862894352;0.3027975876;0.1623563868;0.1948304789;0.1274477507;0.2760346118;0.1299005019;0.2804473653
336;0.1979889588;0.2299927698;0.2399828206;0.313079562;0.151212947;0.1978085597;0.1416387293;0.2530114458;0.1682282626;0.2892681923
337;0.1901389709;0.2527511719;0.3176518702;0.2787432621;0.1437641057;0.0785259256;0.2347594828;0.2845274184;0.1146743213;0.2641081919
338;0.163346822;0.1771448967;0.3045962453;0.2632935301;0.2043874461;0.2448506016;0.2308570301;0.2628143423;0.1292965349;0.2870069827
339;0.1865066517;0.3265954722;0.3190692481;0.2708766575;0.1687412936;0.2089875321;0.1764793176;0.2168009999;0.1343670429;0.1797892263
340;0.2091661518;0.2443872984;0.280813993;0.2442213814;0.0764627783;0.2000047334;0.2654470324;0.2264990988;0.1099907736;0.1892138694
341;0.1960176516;0.2949877716;0.2803432771;0.2798662346;0.1590398445;0.2089764806;0.2198635448;0.2683394988;0.1007209036;0.2755374433
342;0.1907522561;0.248229033;0.2735696754;0.2915705428;0.1464264733;0.2243436166;0.2699194992;0.2227336729;0.2099814544;0.2641175917
343;0.159453314;0.2542201193;0.3370558254;0.2993660687;0.196385783;0.2641081919;0.2647296428;0.2317011667;0.1384941092;0.2855851937
344;0.1921584053;0.316077006;0.3265954722;0.2777752951;0.1522985726;0.227653398;0.2912295722;0.243200974;0.1318243972;0.2242990459
345;0.1920298974;0.289841336;0.2992242147;0.2662687679;0.1814664173;0.2237370779;0.246783914;0.2809075897;0.1033507817;0.2870302578
346;0.1580576677;0.2205720134;0.3019032274;0.2441641486;0.1456169494;0.2431335705;0.2246471693;0.2121967627;0.1761272051;0.2756774131
347;0.1928121918;0.2510484769;0.2868633838;0.2611981455;0.1835582644;0.2167709164;0.2887451746;0.2883245848;0.1367536538;0.2173803705
348;0.1891911147;0.2714717935;0.2534817768;0.316077006;0.1375489507;0.2627911912;0.2664011711;0.2397043411;0.1970682913;0.2744605963
349;0.1382622744;0.2798662346;0.2925642763;0.2445481731;0.1598619264;0.1934869883;0.2869931292;0.1789282757;0.1836111986;0.2869931292
350;0.1843931198;0.2587581762;0.2159507197;0.3002179482;0.1628997433;0.2722940354;0.1564156193;0.2496416767;0.241388341;0.2275859698
351;0.2010392487;0.2250583576;0.2848952472;0.3066103863;0.1411482975;0.2427491706;0.2649101613;0.2118173924;0.2103732613;0.2491615184
352;0.2071063703;0.3228820468;0.2312043035;0.3260143415;0.1653143531;0.2626743188;0.2585863712;0.1832688515;0.2061771826;0.2422371505
353;0.1610330214;0.2405081138;0.1837393758;0.2805290588;0.1949427827;0.2441492811;0.2471694139;0.2701403379;0.2420465958;0.3029905576
354;0.1867650089;0.3102656986;0.2852105473;0.2484963715;0.1671398464;0.2380467787;0.2727354961;0.2022775203;0.1904711562;0.2774426551
355;0.1743562131;0.29609192;0.2719382212;0.2617917201;0.1903725686;0.2620846719;0.2775539244;0.1762448987;0.2551848254;0.2992055278
356;0.227309356;0.2726596828;0.274577699;0.309742681;0.1398049226;0.2611550864;0.2598076533;0.2193971376;0.2216885002;0.2790839399
357;0.1553748072;0.3061396704;0.3170707395;0.2008017679;0.1429498915;0.2424402929;0.1858357361;0.221322598;0.2202117082;0.2675299732
358;0.1275290781;0.3149728576;0.2955225292;0.2777495285;0.132260446;0.2502488487;0.2623147378;0.2675868764;0.1742633363;0.2104513543
359;0.1972111915;0.3045962453;0.3207841649;0.2782453952;0.2098675436;0.2501111939;0.2314910638;0.2530864278;0.1930738147;0.2797738864
360;0.2006062348;0.2572090784;0.3260143415;0.3207841649;0.2022430849;0.2413215117;0.2588687283;0.2341015307;0.1460851371;0.2937143156
361;0.1907844817;0.2915705428;0.3329297972;0.280813993;0.1912564039;0.2439901959;0.1881081654;0.2221913919;0.2395226648;0.2777752951
362;0.1367055471;0.2876868641;0.3013220966;0.2577649053;0.1789829104;0.2830054717;0.2234044379;0.2649240148;0.1674363942;0.2030699763
363;0.1351971683;0.3207841649;0.2500786639;0.316077006;0.1260037317;0.2370413355;0.2701403379;0.1713735438;0.2316733878;0.2484976308
364;0.1780545939;0.288484139;0.2731773424;0.2572980149;0.1813697648;0.2451721721;0.1856007724;0.2343809519;0.1823252797;0.2130632248
365;0.1736281014;0.2812189505;0.3286933542;0.2397087523;0.2017067263;0.2685017499;0.2163437992;0.2694980463;0.1685326069;0.2091551221
366;0.1784574296;0.3207841649;0.2756774131;0.2246277425;0.1414937017;0.2468699488;0.1985653581;0.2168033469;0.190993041;0.2481549645
367;0.183704411;0.305035522;0.3207841649;0.2904663944;0.1729096239;0.2390053334;0.2443077201;0.257303151;0.2272406744;0.2877953934
368;0.1664883879;0.2037845278;0.2646260734;0.2622311486;0.1907913607;0.1958607357;0.2540987761;0.2587153928;0.1877768229;0.2188054081
369;0.1662137513;0.2369821006;0.3118405629;0.286609668;0.1563324055;0.273982127;0.2331336821;0.2773102518;0.1933562399;0.2557044638
370;0.1701248482;0.3207841649;0.289784746;0.264729485;0.1741189015;0.2664392001;0.2901254238;0.2160707147;0.2612903326;0.2848952472
371;0.1420107633;0.2524885701;0.2465461184;0.1705074583;0.1970804279;0.2670218967;0.2226427444;0.2334966909;0.2357583702;0.1690521859
372;0.1703293215;0.2869931292;0.2601046962;0.2360750701;0.0694633587;0.1648369531;0.2326685205;0.246618904;0.2568424507;0.2834041983
373;0.1265843862;0.2933832697;0.2357409122;0.1769443673;0.1693549095;0.2516431944;0.2942954463;0.2055878881;0.2689407773;0.243853319
374;0.1752793387;0.2798233845;0.2754899426;0.2703072667;0.1701263933;0.1847452584;0.2077306613;0.2317501357;0.1694553345;0.2388288339
375;0.2033001518;0.282322012;0.2513838949;0.3207841649;0.1979301614;0.241381921;0.2506338414;0.2396212277;0.1910055297;0.2289880098
376;0.1991511104;0.2969862802;0.3260143415;0.2869931292;0.1818161966;0.2150052372;0.2487661694;0.2939940381;0.2271008682;0.2687819006
377;0.2241827853;0.2471479947;0.3376369562;0.298701197;0.1482573971;0.249451558;0.189501975;0.1828975286;0.2550138303;0.2670451719
378;0.1822907991;0.2531327861;0.2846111594;0.300799079;0.1994901074;0.2632369908;0.2323359033;0.1685616713;0.1910651129;0.2701403379
379;0.1801764335;0.2786970394;0.2656876372;0.3265954722;0.1263836965;0.174705604;0.2790839399;0.2005192292;0.2556478738;0.2553854286
380;0.1552484385;0.275568184;0.2468066996;0.2845274184;0.1835832888;0.1901631263;0.2135886332;0.2060896599;0.2612903326;0.2006481465
381;0.1912674414;0.295696571;0.3271184899;0.2719639877;0.1549178601;0.2503843874;0.220228121;0.2435911267;0.2399896594;0.257825398
382;0.1861713737;0.2938539856;0.3329297972;0.2850504361;0.2206518391;0.2486257198;0.2268942627;0.2709702542;0.2270598637;0.2174584088
383;0.2156398814;0.2597803406;0.2518765729;0.2883245848;0.1387863313;0.2646987225;0.2307006177;0.1999134267;0.1681660888;0.288484139
384;0.258653153;0.2623588839;0.3329297972;0.2946589097;0.1631961679;0.2543668082;0.1909565321;0.254307458;0.2075198056;0.2687600887
385;0.1708670133;0.2847540594;0.3329297972;0.3033206052;0.1881972028;0.225447992;0.2035130236;0.2735195494;0.224200071;0.2798662346
