Episodes;Reward;Reward;Reward;Reward;Reward;Reward;Reward;Reward;Reward;Reward
73;0.0291747257;0.0783425679;0.2500141439;0.1397798579;0.0663529981;0.1494115387;0.0409517145;0.1052728378;0.0814767926;0.0949220846
74;0.0842719155;0.0587124112;0.2156322733;0.1090850368;0.1080862767;0.1650896283;0.0400706956;0.1052570474;0.0123436971;0.1157979454
75;0.0818205801;0.0370406068;0.2246641881;0.0787651477;0.1221766736;0.129239781;0.0800555443;0.103860044;0.0275620387;0.0306811981
76;0.0609137914;0.0618522389;0.1831315294;0.147560395;0.1078763198;0.1140755879;0.0863059092;0.0853215758;0.0251070992;0.1246904337
77;0.1147692389;0.0975059125;0.2161067109;0.1804787985;0.1226159281;0.1415935161;0.0807664396;0.0843814719;0.0581599097;0.0666286824
78;0.0628315524;0.0797765725;0.1945563343;0.1478670214;0.1082658315;0.1211923876;0.0658963102;0.1430949418;0.0395594628;0.0899441548
79;0.08696981;0.0712867653;0.1938838783;0.1116723907;0.1299612827;0.0788695262;0.0479803703;0.109566123;0.0821382137;0.057795124
80;0.0757088845;0.1041084115;0.2236517435;0.1189346645;0.0926029594;0.1013161509;0.0693450052;0.0964189769;0.0255607246;0.0528742374
81;0.0644724208;0.0881625602;0.2109405821;0.1633011705;0.0191550446;0.181767357;0.091945931;0.1316496428;0.0507738752;0.1231330328
82;0.0889560978;0.1277889566;0.18559079;0.1924854346;0.0896184454;0.1029199248;0.0613305177;0.1107458191;0.0514665439;0.1415530739
83;0.0890773003;0.0647839123;0.197853486;0.0135043865;0.0779696542;0.1093924971;0.1226207814;0.1613389974;0.0855786398;0.0761703545
84;0.1042077109;0.088417156;0.2035000535;0.1565498785;0.1032913017;0.138842949;0.0569940353;0.0712993732;0.0893910686;0.1476718005
85;0.0622979008;0.0907664295;0.2578776419;0.1258760458;0.0733638882;0.1320803477;0.0994429248;0.092530038;0.1174538595;0.1063175792
86;0.0769311907;0.1378374134;0.1303862227;0.1476161183;0.0790771496;0.1318431454;0.0619291025;0.1411831184;0.0685921302;0.0632084453
87;0.083245665;0.1534545928;0.2132571703;0.1120512151;0.0130705054;0.0938706083;0.0659905173;0.1477015829;0.0160681433;0.1279615899
88;0.0806731855;0.1440379945;0.180733346;0.1254562933;0.101157547;0.109613323;0.0896674857;0.1008331982;0.1084144636;0.1811233688
89;0.0879831397;0.0540861678;0.1845608893;0.129370873;0.0799390263;0.0995711602;0.0681640836;0.1092867684;0.0698047387;0.1399870308
90;0.0550774741;0.1670461033;0.2220528381;0.1284166779;0.1023476175;0.1641617901;0.1154587248;0.1259484531;0.0890249543;0.1249552043
91;0.0664841391;0.1377561083;0.2283787978;0.1068200677;0.0979682076;0.1291560472;0.0774038702;0.1242509152;0.0162257094;0.1549600623
92;0.120069051;0.110160008;0.1738999957;0.1320537534;0.127723096;0.1044071654;0.0815993491;0.2000855378;0.0726209517;0.1251373506
93;0.0881195452;0.1320585627;0.1679333817;0.1336702718;0.051146447;0.1183781917;0.0426379135;0.1326730612;0.0911409964;0.2031430391
94;0.0398367488;0.0622917604;0.238125124;0.1430392243;0.0815633321;0.2063498769;0.078173472;0.2052899224;0.0765271647;0.1453307821
95;0.0702684971;0.0967017754;0.1341300522;0.1225409299;0.1287399366;0.1636529378;0.0984863707;0.1885580591;0.0777904016;0.1366700245
96;0.0514441818;0.107480759;0.2361517513;0.1615123751;0.1009057937;0.1821494717;0.084438364;0.2177582257;0.0607386429;0.1147392225
97;0.0969824184;0.1005483808;0.2212895609;0.1658056623;0.0759343617;0.115721026;0.09693263;0.1293962702;0.0019418318;0.1117901681
98;0.1256409455;0.1183363769;0.2386230068;0.1208910597;0.0575816607;0.1202219365;0.050549724;0.1490877025;0.0643252811;0.0725263032
99;0.083396713;0.140166789;0.2039135788;0.1510025624;0.0574047397;0.1389670168;0.071743139;0.1710769293;0.1044915782;0.1563230535
100;0.0740601202;0.1251387144;0.2439866571;0.1316006582;0.105553718;0.1497711445;0.1663568211;0.221795476;0.0879319415;0.1052464542
101;0.0784140283;0.1129963024;0.2300748607;0.1150633819;0.0834068999;0.1295549556;0.0160376711;0.1891431652;0.0252039469;0.1881087374
102;0.1305485973;0.1575285907;0.1786742288;0.1471390247;0.0625669817;0.1490542535;0.0524983129;0.1295269596;0.0620801979;0.1714731375
103;0.1063071448;0.1761911481;0.2280614454;0.1015644877;0.1493850316;0.1335389026;0.1245253729;0.1590593054;0.0890591595;0.1310281388
104;0.1108070598;0.1908899596;0.1923469974;0.1209095653;0.1482477736;0.1203277172;0.0654018506;0.1588834198;0.1206620824;0.2637752399
105;0.1183317393;0.1439508135;0.229522324;0.1529694504;0.0807686023;0.1404191864;0.0917799166;0.1294190543;0.0503960862;0.1365536433
106;0.1062795777;0.193148462;0.179200545;0.1236258195;0.1179290765;0.1026144013;0.0375775668;0.1341811739;0.0638415844;0.1097303999
107;0.1386147514;0.1815269878;0.2737742402;0.1573651558;0.0833086848;0.1469398387;0.0392348244;0.177628505;0.081282647;0.1850161978
108;0.0871289358;0.1566157541;0.2312271588;0.1733247256;0.1144713261;0.168662351;0.0412352411;0.1383449227;0.1128784106;0.2369851131
109;0.090536298;0.1097096263;0.1899977647;0.1944270938;0.0905057123;0.119366;0.1240135427;0.1601425998;0.0934358484;0.1582185434
110;0.082132603;0.1740263548;0.2306806364;0.1325700426;0.084109111;0.1605564137;0.1012729844;0.13187008;0.105475918;0.2323554384
111;0.0756551681;0.1931027179;0.2382124253;0.1450158772;0.093608884;0.1471629564;0.0907442064;0.1205950946;0.0793821259;0.1222672288
112;0.1392338783;0.1477770444;0.2161966818;0.1703359209;0.1027655841;0.1643677575;0.1207004198;0.226498086;0.0851632012;0.2653163399
113;0.0695122857;0.1405655259;0.2432101586;0.1512421292;0.061534977;0.0865015335;0.081375825;0.1482364189;0.0990335019;0.1902921962
114;0.0823574533;0.1210430143;0.1678545397;0.169041649;0.0875614833;0.0806472126;0.0881120965;0.1577726653;0.1033190256;0.1909230396
115;0.0914466562;0.1425282887;0.2455569538;0.0753391185;0.1010832879;0.1660476329;0.1018854308;0.1667745686;0.0450591989;0.1524896718
116;0.1030807993;0.1812881072;0.2323986966;0.132585215;0.1106903;0.1757938807;0.0932635978;0.1877188945;0.0994227673;0.1362048348
117;0.1168398969;0.1625951599;0.2873340997;0.1915853115;0.1192537399;0.1371607261;0.0804399403;0.1463529994;0.1102019934;0.1876806281
118;0.1114620654;0.1753676392;0.2269105376;0.185867897;0.1637229395;0.193543706;0.0939178231;0.1952247062;0.0610066023;0.1894809864
119;0.1276654404;0.1230833425;0.220923679;0.1336093886;0.122362677;0.1647011749;0.0955914842;0.1834681035;0.1295405839;0.2201271367
120;0.1062319397;0.0933920223;0.2574409403;0.1348086302;0.0816927038;0.1375594013;0.0753695211;0.1692855348;0.0951258445;0.176085737
121;0.0966728742;0.2153173772;0.2737125755;0.1738255706;0.0774627145;0.1733409532;0.1403795286;0.1733377782;0.1077166596;0.1513882441
122;0.0787713327;0.1591131217;0.2310053734;0.1529083408;0.1383629667;0.1517616449;0.1122196827;0.1624464965;0.0885962528;0.162836393
123;0.0664228922;0.1855852711;0.2286621429;0.1362029411;0.0796093531;0.1477840864;0.0745017532;0.1874864292;0.1210171258;0.2118158257
124;0.1274297376;0.1404596052;0.1960610346;0.1317257117;0.1347895642;0.1026956217;0.1274186513;0.1304055687;0.107484251;0.1996702655
125;0.1542571367;0.1201713235;0.2737125755;0.1451903356;0.1166605404;0.1157260619;0.111431097;0.1476419669;0.089983068;0.2115873823
126;0.1502861285;0.1962113315;0.274816847;0.1838515032;0.0978884617;0.1385911176;0.1117275987;0.1507581921;0.1180619036;0.214074865
127;0.1654224847;0.1327157096;0.2183650473;0.1290613482;0.0855755811;0.1580244404;0.1257687058;0.1303271093;0.07632274;0.1735714764
128;0.1082282265;0.1011315221;0.1803367746;0.140896152;0.0442542794;0.1899365558;0.087157708;0.1610784326;0.1481608686;0.1699325599
129;0.0880853932;0.1770431716;0.147721071;0.1497950236;0.1106780434;0.1765567198;0.0956890529;0.1677563384;0.1338292154;0.181284992
130;0.0602941829;0.2009045253;0.2612257263;0.1094141769;0.0848706714;0.1844526271;0.0721096175;0.1591224299;0.1422870004;0.2018690903
131;0.0793478668;0.1592629185;0.2381838928;0.1220430131;0.0959916268;0.1836090501;0.1259901943;0.1802864471;0.1489925083;0.1809429487
132;0.1448284621;0.1415046368;0.1912258571;0.1682674476;0.1554076432;0.1503217118;0.0625621624;0.1642875635;0.1237173591;0.1956597932
133;0.1143613227;0.1821376766;0.2327299832;0.0951590139;0.0811097729;0.1757938818;0.1337693023;0.1231190427;0.0988690337;0.2061614351
134;0.0749864287;0.1294601723;0.2125086327;0.1592514496;0.0370732772;0.1893486903;0.093340748;0.1857456;0.1207731793;0.1899609847
135;0.1292606498;0.1266938291;0.2483080398;0.1504350831;0.0493126607;0.1400003277;0.1712258119;0.1745143883;0.0691792378;0.1963084179
136;0.1021110376;0.2206162858;0.2116339721;0.2023038962;0.1061748113;0.2091997159;0.11455681;0.1598084259;0.1455221674;0.1996055314
137;0.136366258;0.1578479851;0.265398122;0.1722898457;0.1044642653;0.1474665309;0.1116054018;0.1434039311;0.1485949634;0.1910436127
138;0.0985758158;0.1900371632;0.2113629306;0.2169149526;0.0666554367;0.1653610415;0.1593139762;0.1406290285;0.163777092;0.0926052344
139;0.1612381342;0.2098047868;0.2664012554;0.1995987823;0.0949867282;0.1110461193;0.0991526095;0.1713265736;0.1328550247;0.2051336808
140;0.1404725346;0.1805112949;0.234219401;0.180487025;0.0763628548;0.1957716515;0.0622623261;0.1705417789;0.1105751072;0.1742236921
141;0.1610266595;0.1680472692;0.231497367;0.2123330365;0.1142235676;0.2370352391;0.1098561412;0.2009999613;0.1724123522;0.1761204367
142;0.1396159728;0.1412108626;0.2167036508;0.1447489802;0.1167504043;0.1571020449;0.1071123766;0.1516929543;0.1168775799;0.1804087399
143;0.15580885;0.156306744;0.2060167957;0.1818514832;0.1826104388;0.1618020587;0.1256989763;0.2595837505;0.1005214251;0.2394649151
144;0.143556801;0.1375801053;0.2349206787;0.1437487557;0.1008418492;0.1468545852;0.1782567664;0.1628327979;0.1600703248;0.1893763005
145;0.1298447137;0.2021847437;0.2288360956;0.1652092726;0.094876118;0.1644773975;0.1100157712;0.1852440262;0.1111221022;0.2579639333
146;0.1026035988;0.1781876255;0.211039683;0.1617522629;0.1446185874;0.2252467947;0.1563957278;0.171464721;0.0901130766;0.1733576392
147;0.1791059818;0.1227791009;0.2099447398;0.191261635;0.1337493143;0.2471479947;0.1466885758;0.1358111919;0.1063435364;0.1317641364
148;0.1340997175;0.1564305417;0.2454337121;0.1455985226;0.120658623;0.2639776758;0.1377494948;0.1890737565;0.130436138;0.1915312119
149;0.087376406;0.1593802737;0.1569568556;0.2014261745;0.1291043434;0.1568402724;0.1712857119;0.147356194;0.1191961694;0.2213877989
150;0.1161762706;0.1238657651;0.194560811;0.2250654289;0.0978525712;0.237207478;0.1190974298;0.1901559958;0.0794965868;0.1752097325
151;0.1022460908;0.1939211895;0.2540903566;0.2058647479;0.1066158862;0.1965080367;0.1165987386;0.1906922519;0.1686197932;0.2013505349
152;0.0958262622;0.1513749281;0.2211692822;0.164296464;0.093218817;0.200554483;0.1020416142;0.1889503181;0.1028047271;0.1653713036
153;0.1490325528;0.2068755918;0.2619174231;0.1471941723;0.0956075333;0.2213968351;0.1703219717;0.2116496006;0.1233472228;0.1829064104
154;0.1451764684;0.223818558;0.2531391145;0.2015323608;0.077482868;0.2021839158;0.1158668329;0.1607304535;0.1402486099;0.1541914206
155;0.1056004672;0.1653356891;0.1809971895;0.2293526493;0.1189130422;0.1441554493;0.151658188;0.1994218284;0.102488145;0.2491591656
156;0.1419694303;0.1839359606;0.243247566;0.1565230678;0.1492155011;0.2155722793;0.1169470058;0.2070053349;0.0753667727;0.196549724
157;0.0674170356;0.1905012499;0.2065883535;0.1734675172;0.0696637232;0.2478102889;0.1318579714;0.1452345441;0.0634260458;0.1707178702
158;0.134008576;0.1835044588;0.2487751448;0.1773973971;0.0925695771;0.257664569;0.167752807;0.1856023479;0.0916519553;0.216372569
159;0.1393644871;0.1569661028;0.222903624;0.1627218364;0.1074577688;0.2222296074;0.1323056041;0.1670713436;0.1051762349;0.2445210221
160;0.0461666927;0.0897752288;0.2111413007;0.1575993005;0.1121182519;0.1959514791;0.1067226144;0.1701344189;0.1279836969;0.195021102
161;0.1603995155;0.152783147;0.1682219195;0.1921500715;0.1020472671;0.222471257;0.1103720216;0.1626748;0.0960705024;0.2056071152
162;0.1271938509;0.198098535;0.213310492;0.1752502267;0.138727224;0.2573692292;0.1561310408;0.2172271168;0.0932320195;0.22490709
163;0.1762819659;0.229129035;0.1131385434;0.225574315;0.0803005564;0.1893177357;0.1522692157;0.1795760273;0.1088320648;0.2175949213
164;0.1033032733;0.228102475;0.24015373;0.221660828;0.1488081239;0.2700658641;0.202267535;0.1803177405;0.1046809563;0.234320589
165;0.1160000306;0.1880896299;0.2466034348;0.2686256496;0.1046074539;0.2487746179;0.1437794087;0.1586459532;0.0970807838;0.2113203378
166;0.1078260443;0.2234965573;0.1865760554;0.2028234931;0.1294529707;0.2019438762;0.1691368161;0.1226097134;0.0541177932;0.2284852581
167;0.1474928896;0.1445443115;0.2795643411;0.2749870533;0.0769098405;0.2340275133;0.1714664924;0.164392249;0.1342562959;0.1898402312
168;0.139537308;0.1900342661;0.1997024755;0.1960046322;0.0926399862;0.2748086746;0.1201454541;0.1856253264;0.1489754852;0.1781071944
169;0.1278057981;0.1176633723;0.2027904066;0.2248527288;0.1386968048;0.2177730935;0.1752452748;0.2210495296;0.1147431064;0.1948185484
170;0.1515326241;0.1764351498;0.2505153068;0.22706193;0.0990612006;0.2131967662;0.1410884728;0.2191971241;0.1440356008;0.2192932325
171;0.1535762059;0.1658608164;0.1892560553;0.2153913197;0.1385456519;0.1837858998;0.1028093434;0.2224192127;0.1700009645;0.228073778
172;0.1365877821;0.2065871908;0.2600537652;0.1769244162;0.1021499645;0.3010826708;0.1928036982;0.1855877655;0.1240300584;0.159148489
173;0.1050549722;0.2438874347;0.3176518702;0.1854081549;0.1173744265;0.2358314195;0.1026899951;0.1511610319;0.1034560157;0.2640178363
174;0.1633518129;0.1634114657;0.3149728576;0.1856449485;0.0796649029;0.207116829;0.2008243087;0.2369191873;0.1061748374;0.1757522733
175;0.1478892887;0.1678644463;0.2201066315;0.1764883405;0.0581928885;0.2270537308;0.1332062841;0.24117884;0.1460224468;0.2343009387
176;0.1451626657;0.2063189939;0.3271184899;0.2389417233;0.0931217805;0.1798571045;0.1357697986;0.1950967838;0.1023483649;0.1968247177
177;0.1450564967;0.1298111051;0.3260143415;0.1706057425;0.0725639813;0.1809054045;0.1496519553;0.2079960503;0.1217351402;0.118619231
178;0.0836997875;0.2177807396;0.3218883133;0.2614952574;0.0501846233;0.2435359928;0.138608382;0.1952950253;0.0942123333;0.2354858706
179;0.1607757372;0.2187568707;0.3118405629;0.185472787;0.1261046727;0.2045103882;0.1463368426;0.047501658;0.1271879105;0.2626867659
180;0.1302257372;0.1840399736;0.3260143415;0.253777438;0.0774349991;0.1903773091;0.1941625373;0.1944680576;0.120911646;0.211365447
181;0.0787027801;0.1506749526;0.3265954722;0.1827911765;0.1062974472;0.2238445691;0.1643641989;0.2173737799;0.1118531675;0.1785024758
182;0.1362743159;0.1585668153;0.2900411868;0.2291620516;0.1283365713;0.1783633004;0.1273438516;0.1474644641;0.1162264459;0.2040380654
183;0.1091682745;0.191914348;0.2118158257;0.1183532434;0.12389895;0.2418691248;0.1380788361;0.2103693255;0.1213045551;0.2203236232
184;0.1562074886;0.2394709918;0.300799079;0.1115530272;0.0819436462;0.1927321821;0.119953193;0.1872389324;0.1080396163;0.2084022716
185;0.123224797;0.2187327591;0.2722396295;0.2048907979;0.1617546024;0.2202351442;0.1755685347;0.1796324115;0.1272887748;0.2077961354
186;0.094803127;0.1946061139;0.3207841649;0.2049737659;0.1306466943;0.141545115;0.1968933851;0.1106404431;0.1008737361;0.2748167893
187;0.1436911283;0.1738641506;0.2666039899;0.2154400616;0.0985382092;0.1848485465;0.1186225573;0.1870014366;0.1470340326;0.1912929724
188;0.124300897;0.2331077972;0.3260143415;0.2152824885;0.1124957826;0.2725367413;0.1825826239;0.2579481237;0.1654220102;0.2502474705
189;0.1261911327;0.2160114421;0.316077006;0.229931745;0.1089285442;0.2715037633;0.1582129626;0.1935176595;0.0865219564;0.2455955349
