"episode","steps_mean","steps_lower","steps_upper"
0.0,5.00208549642e-05,-3.71955205899e-05,0.000137237230518
1.0,0.000222982664889,-5.52648363741e-05,0.000501230166152
2.0,0.00151599546251,-0.000475084045714,0.00350707497073
3.0,0.000716782787265,0.00012634747452,0.00130721810001
4.0,0.00281520200025,-0.000370121236636,0.00600052523713
5.0,0.00183428723397,0.000474174231822,0.00319440023611
6.0,0.00395294302379,0.000686680043678,0.0072192060039
7.0,0.00545399023269,0.00208774059488,0.0088202398705
8.0,0.0136866514351,0.00613519051001,0.0212381123602
9.0,0.0125317640159,0.00570314994965,0.0193603780822
10.0,0.0154457234076,0.0083176236451,0.0225738231701
11.0,0.0249689589566,0.01420852249,0.0357293954232
12.0,0.032984105895,0.0232842237164,0.0426839880735
13.0,0.0283965974953,0.0188756308893,0.0379175641013
14.0,0.0326155135271,0.0209970308025,0.0442339962518
15.0,0.0272721246913,0.0176836901898,0.0368605591928
16.0,0.0336799772609,0.0227476945477,0.0446122599741
17.0,0.035447916155,0.0247073043699,0.0461885279401
18.0,0.0372715058614,0.0244270658873,0.0501159458355
19.0,0.0372038294837,0.0256345821527,0.0487730768147
20.0,0.0394878904071,0.0280526324043,0.0509231484099
21.0,0.0418307284561,0.0300842942224,0.0535771626899
22.0,0.0435030246216,0.0341887278148,0.0528173214285
23.0,0.0406180477832,0.0297221522123,0.0515139433541
24.0,0.0464766693365,0.0362369431503,0.0567163955227
25.0,0.0382994866259,0.0261350146245,0.0504639586273
26.0,0.0481905813372,0.0365725936728,0.0598085690016
27.0,0.0435931530608,0.0307367903393,0.0564495157823
28.0,0.039360405858,0.0247220535423,0.0539987581738
29.0,0.0447858087574,0.0310883993034,0.0584832182114
30.0,0.0460041750526,0.0332566832363,0.0587516668689
31.0,0.041074958826,0.02824515885,0.0539047588019
32.0,0.0476070221812,0.0358826451611,0.0593313992013
33.0,0.0471167720892,0.0353408877385,0.05889265644
34.0,0.0527013394792,0.0412156866691,0.0641869922893
35.0,0.0649827052103,0.0540162525895,0.0759491578312
36.0,0.0468885033652,0.0332813523152,0.0604956544151
37.0,0.0496181285483,0.0347842049355,0.0644520521611
38.0,0.0453989768511,0.033534774687,0.0572631790151
39.0,0.0536287593848,0.0392666067735,0.0679909119961
40.0,0.0530099719055,0.0358059303505,0.0702140134606
41.0,0.04653097169,0.0358864351182,0.0571755082618
42.0,0.0468046965676,0.0332729271675,0.0603364659676
43.0,0.0489599999066,0.0341133878347,0.0638066119785
44.0,0.0491423078209,0.0371726785534,0.0611119370884
45.0,0.0548310042288,0.0444406331235,0.065221375334
46.0,0.0509275715119,0.0364536429769,0.0654015000468
47.0,0.0476242351844,0.0344644556377,0.0607840147312
48.0,0.0467625545457,0.0333215546418,0.0602035544496
49.0,0.0641383757707,0.0501726207378,0.0781041308036
50.0,0.0512801681478,0.0371106079219,0.0654497283737
51.0,0.056172507482,0.0407059888015,0.0716390261626
52.0,0.0517652083089,0.0377053726578,0.0658250439599
53.0,0.0578448822464,0.0451598758321,0.0705298886607
54.0,0.0534201663724,0.0390754536289,0.0677648791158
55.0,0.0537927367077,0.0399210196281,0.0676644537873
56.0,0.0532843520499,0.0386745352972,0.0678941688027
57.0,0.0582256629883,0.0430672161526,0.0733841098239
58.0,0.0522286898394,0.0404026113798,0.0640547682989
59.0,0.0544930500191,0.039331273005,0.0696548270331
60.0,0.0598846336475,0.0464965380348,0.0732727292602
61.0,0.0553377669507,0.0414075629522,0.0692679709492
62.0,0.0492976926056,0.0367051590143,0.0618902261968
63.0,0.0525337118332,0.03849642893,0.0665709947364
