Episodes,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward,Reward
0,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
1,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
2,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
3,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
4,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
5,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
6,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
7,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
8,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
9,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
10,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
11,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
12,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
13,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
14,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
15,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
16,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
17,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
18,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
19,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
20,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
21,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
22,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
23,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
24,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
25,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
26,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
27,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
28,0.2058911320946491,0.22876792454961012,0.9,0.16677181699666577,1.0,0.22876792454961012,0.22876792454961012,0.43046721000000016,0.43046721000000016,0.1853020188851842,0.34867844010000015,0.38742048900000015
